schoolid,schoolName,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,isPrivate
63471011567,East Bay Arts High,Hayward,94541,9,12,High,No,No,No,No,636,2133,4,High,70.18,65.02419,FALSE
61674002113,Fairview Elementary,Hayward,94541,K,6,Elementary,No,No,No,Yes,4008,5789,2,Elementary,30.77,29.05765,FALSE
61674005622,Faith Ringgold School of Arts and Science,Hayward,94541,K,8,Elementary,No,No,No,Yes,4436,5789,1,Elementary,23.37,24.20206,FALSE
61674002115,Harder Elementary,Hayward,94541,K,6,Elementary,No,No,No,Yes,5584,5789,0,Elementary,3.54,9.65558,FALSE
61674002116,Hayward High,Hayward,94541,9,12,High,No,No,No,Yes,958,2133,3,High,55.09,50.85471,FALSE
69999953731,Fusion Academy Sf: San Francisco,San Francisco,94111,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441005596,Lee (Edwin and Anita) Newcomer,San Francisco,94111,K,5,Elementary,No,No,No,Yes,5733,5789,0,Elementary,0.97,5.81122,FALSE
62271010854,Bellingham Elementary,North Hollywood,91606,K,5,Elementary,No,No,No,Yes,3788,5789,2,Elementary,34.57,31.87132,FALSE
62271002996,Fair Avenue Elementary,North Hollywood,91606,K,5,Elementary,No,No,No,Yes,4031,5789,2,Elementary,30.37,28.77771,FALSE
60154112614,ISANA Palmati Academy,North Hollywood,91606,K,8,Elementary,Yes,No,No,Yes,1357,5789,4,Elementary,76.56,75.69282,FALSE
62271003191,John B. Monlux Elementary,North Hollywood,91606,K,5,Elementary,No,Yes,No,Yes,2632,5789,3,Elementary,54.53,49.37012,FALSE
69999907098,Laurel Hall School,North Hollywood,91606,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999942286,Or Hachaim Academy,North Hollywood,91606,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271003258,Oxnard Street Elementary,North Hollywood,91606,K,5,Elementary,No,No,No,Yes,4168,5789,1,Elementary,28,27.2822,FALSE
62271012207,Roy Romer Middle,North Hollywood,91606,6,8,Middle,No,No,No,Yes,2122,2715,1,Middle,21.84,21.36183,FALSE
69999908682,St Patrick School,North Hollywood,91606,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999954053,Stem 3 Academy,Valley Glen,91606,2,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271012314,Contreras Learning Center-Academic Leadership Community,Los Angeles,90017,9,12,High,No,No,No,Yes,1158,2133,2,High,45.71,42.74108,FALSE
62271011888,Contreras Learning Center-Los Angeles School of Global Studies,Los Angeles,90017,9,12,High,No,No,No,Yes,1681,2133,1,High,21.19,17.42582,FALSE
62271013271,Contreras Learning Center-School of Social Justice,Los Angeles,90017,9,12,High,No,No,No,Yes,1537,2133,1,High,27.94,24.57534,FALSE
60179914104,Ednovate - Brio College Prep,Los Angeles,90017,9,11,Other,Yes,No,No,Yes,,,,,,,FALSE
60254014489,Ednovate College Prep 7,Los Angeles,90017,,,,Yes,No,No,(n/a),,,,,,,FALSE
62271000451,Esperanza Elementary,Los Angeles,90017,K,5,Elementary,No,No,No,Yes,5010,5789,1,Elementary,13.46,17.70052,FALSE
62271005887,Gratts Learning Academy for Young Scholars (GLAYS),Los Angeles,90017,K,6,Elementary,No,No,No,Yes,4910,5789,1,Elementary,15.18,18.8617,FALSE
69999906836,Immaculate Conception School,Los Angeles,90017,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271012144,John H. Liechty Middle,Los Angeles,90017,6,8,Middle,No,No,No,Yes,2301,2715,1,Middle,15.25,17.33496,FALSE
60010910922,Los Angeles Unified School District Regional Occupational Center Program,Los Angeles,90017,,,Adult Education,No,(n/a),(n/a),(n/a),,,,,,,FALSE
63441005602,Downtown High,San Francisco,94107,9,12,High,No,No,No,Yes,,,,,,,FALSE
60158312373,Five Keys Adult School (SF Sheriff's),San Francisco,94107,9,12,High,Yes,No,No,(n/a),,,,,,,FALSE
60211812256,Five Keys Independence High School (SF Sheriff's),San Francisco,94107,9,12,High,Yes,No,No,(n/a),1585,2133,1,High,25.69,21.37929,FALSE
63441005671,King (Thomas Starr) Elementary,San Francisco,94107,K,5,Elementary,No,No,No,No,1260,5789,4,Elementary,78.23,77.80192,FALSE
69999907176,Live Oak School,San Francisco,94107,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441012494,S.F. International High,San Francisco,94107,8,12,High,No,No,No,Yes,1919,2133,1,High,10.03,12.13417,FALSE
60243913939,The New School of San Francisco,San Francisco,94107,K,5,Elementary,Yes,No,No,Yes,626,5789,4,Elementary,89.19,90.2743,FALSE
63441005600,Webster (Daniel) Elementary,San Francisco,94107,K,5,Elementary,No,No,No,No,2420,5789,3,Elementary,58.2,52.98284,FALSE
64116006807,Annie R. Mitchell,Visalia,93292,K,6,Elementary,No,No,No,Yes,3532,5789,2,Elementary,38.99,35.00093,FALSE
60229914157,Blue Oak Academy,Visalia,93292,K,8,Elementary,Yes,No,No,Yes,,,,,,,FALSE
60141806997,Bravo Lake High,Visalia,93292,9,12,High,No,No,No,Yes,1802,2133,1,High,15.52,14.08729,FALSE
64116014400,Creekside Community Day,Visalia,93292,7,12,High,No,No,No,Yes,,,,,,,FALSE
64116006789,Elbow Creek Elementary,Visalia,93292,K,6,Elementary,No,No,No,Yes,2947,5789,2,Elementary,49.09,44.01044,FALSE
60203610445,Eleanor Roosevelt Community Learning Center,Visalia,93292,K,12,Other,Yes,No,No,(n/a),,,,,,,FALSE
64116009007,Golden Oak Elementary,Visalia,93292,K,6,Elementary,No,No,No,Yes,4378,5789,1,Elementary,24.37,24.76879,FALSE
64116006792,Golden West High,Visalia,93292,9,12,High,No,No,No,Yes,831,2133,3,High,61.04,55.93273,FALSE
69104508660,La Sierra High,Visalia,93292,7,12,High,Yes,No,No,Yes,1915,2133,1,High,10.22,12.17658,FALSE
64116006799,Mineral King Elementary,Visalia,93292,K,6,Elementary,No,No,No,Yes,3853,5789,2,Elementary,33.44,30.98123,FALSE
69999930484,Esther's Nest Children's School,Monterey Park,91755,K,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61494001896,Hillcrest Elementary,Monterey Park,91755,K,6,Elementary,No,No,No,Yes,2384,5789,3,Elementary,58.82,53.85892,FALSE
62547003801,Macy Intermediate,Monterey Park,91755,6,8,Middle,No,No,No,Yes,1367,2715,2,Middle,49.65,42.49126,FALSE
61494001899,Monterey Vista Elementary,Monterey Park,91755,K,6,Elementary,No,No,No,Yes,314,5789,5,Elementary,94.58,94.69184,FALSE
60172613746,Caliber: Beta Academy,Richmond,94804,K,8,Elementary,Yes,No,No,Yes,2971,5789,2,Elementary,48.68,43.59483,FALSE
63255005015,Coronado Elementary,Richmond,94804,K,6,Elementary,No,No,No,Yes,5767,5789,0,Elementary,0.38,4.56203,FALSE
63255005030,Ford Elementary,Richmond,94804,K,6,Elementary,No,No,No,Yes,4966,5789,1,Elementary,14.22,18.3433,FALSE
63255005032,Grant Elementary,Richmond,94804,K,6,Elementary,No,No,No,Yes,5683,5789,0,Elementary,1.83,7.39379,FALSE
63255005037,John F. Kennedy High,Richmond,94804,9,12,High,No,No,No,Yes,1821,2133,1,High,14.63,13.73795,FALSE
60187213892,John Henry High,Richmond,94804,9,12,High,Yes,No,No,Yes,749,2133,3,High,64.89,59.68204,FALSE
60235808692,Manzanita Middle,Richmond,94804,6,8,Middle,Yes,No,No,Yes,2215,2715,1,Middle,18.42,19.18101,FALSE
63255005040,Martin Luther King Junior Elementary,Richmond,94804,K,6,Elementary,No,No,No,Yes,5777,5789,0,Elementary,0.21,3.66788,FALSE
63255005047,Nystrom Elementary,Richmond,94804,K,6,Elementary,No,No,No,Yes,5500,5789,0,Elementary,4.99,11.24174,FALSE
60212113164,Richmond Charter Academy,Richmond,94804,6,8,Middle,Yes,No,No,Yes,1613,2715,2,Middle,40.59,35.03776,FALSE
60154213487,Alliance Kory Hunter Middle,Los Angeles,90001,6,8,Middle,Yes,No,No,Yes,1612,2715,2,Middle,40.63,35.11279,FALSE
60225710849,Animo Pat Brown,Los Angeles,90001,9,12,High,Yes,No,No,Yes,1323,2133,2,High,37.97,35.84636,FALSE
62271002966,Charles Drew Middle,Los Angeles,90001,6,8,Middle,No,Yes,No,Yes,2572,2715,0,Middle,5.27,9.29105,FALSE
62271012973,Communication and Technical at Diego Rivera Learning Complex,Los Angeles,90001,9,12,High,No,No,No,Yes,1446,2133,2,High,32.21,29.27421,FALSE
62271012937,Diego Rivera Learning Complex Green Design STEAM Academy,Los Angeles,90001,9,12,High,No,No,No,Yes,1369,2133,2,High,35.82,33.45694,FALSE
62271013082,Dr. Lawrence H. Moore Math Science Technology Academy,Los Angeles,90001,K,5,Elementary,No,No,No,Yes,4088,5789,1,Elementary,29.38,28.20575,FALSE
62271003013,Florence Avenue Elementary,Los Angeles,90001,K,6,Elementary,No,No,No,Yes,2828,5789,3,Elementary,51.15,45.87063,FALSE
62271003048,Graham Elementary,Los Angeles,90001,K,6,Elementary,No,No,No,Yes,4805,5789,1,Elementary,17,19.92733,FALSE
60205613002,KIPP Philosophers Academy,Los Angeles,90001,5,8,Middle,Yes,No,No,Yes,1903,2715,1,Middle,29.91,27.28984,FALSE
62271003137,Lillian Street Elementary,Los Angeles,90001,K,6,Elementary,No,No,No,Yes,3050,5789,2,Elementary,47.31,42.2622,FALSE
69999953643,Cathedral Of Annunciation School,Stockton,95203,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63801009447,George Washington Elementary,Stockton,95203,K,8,Elementary,No,No,No,Yes,5236,5789,0,Elementary,9.55,15.08201,FALSE
63801012644,Health Careers Academy,Stockton,95203,9,12,High,Yes,No,No,Yes,483,2133,4,High,77.36,73.30233,FALSE
60237312662,San Joaquin Building Futures Academy,Stockton,95203,9,12,High,Yes,No,No,(n/a),,,,,,,FALSE
63801012281,Spanos (Alex G.) Elementary,Stockton,95203,K,8,Elementary,No,No,No,Yes,5551,5789,0,Elementary,4.11,10.20433,FALSE
63801006437,Victory Elementary,Stockton,95203,K,8,Elementary,No,No,No,Yes,5275,5789,0,Elementary,8.88,14.51962,FALSE
63801008619,Weber Institute,Stockton,95203,9,12,High,No,No,No,Yes,817,2133,3,High,61.7,56.74133,FALSE
61233011064,Arnold Adreani Elementary,Sacramento,95829,K,6,Elementary,No,No,No,No,164,5789,5,Elementary,97.17,96.77927,FALSE
69999953615,Bradshaw Christian High School,Sacramento,95829,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61233006286,Maeola E. Beitzel Elementary,Sacramento,95829,K,6,Elementary,No,No,No,Yes,2631,5789,3,Elementary,54.55,49.37855,FALSE
69999953862,Milhous School Inc. - Gerber,Sacramento,95829,6,11,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61233010596,Robert J. Fite Elementary,Sacramento,95829,K,6,Elementary,No,No,No,Yes,2526,5789,3,Elementary,56.37,51.33124,FALSE
61233007226,Sheldon High,Sacramento,95829,9,12,High,No,No,No,No,511,2133,4,High,76.04,71.28362,FALSE
61233007234,T. R. Smedberg Middle,Sacramento,95829,7,8,Middle,No,No,No,Yes,1202,2715,3,Middle,55.73,48.22466,FALSE
64119006812,Alta Vista High (Continuation),Vista,92084,9,12,High,No,No,No,Yes,1730,2133,1,High,18.89,16.01083,FALSE
64119006813,Beaumont Elementary,Vista,92084,K,5,Elementary,No,No,No,Yes,4309,5789,1,Elementary,25.57,25.51028,FALSE
64119011400,Foothill Oak Elementary,Vista,92084,K,5,Elementary,No,No,No,Yes,4610,5789,1,Elementary,20.37,22.25687,FALSE
69999953750,Growing Tree Academy,Vista,92084,PK,1,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
64119011769,Maryland Elementary,Vista,92084,K,5,Elementary,No,No,No,Yes,4571,5789,1,Elementary,21.04,22.64489,FALSE
64119006820,Monte Vista Elementary,Vista,92084,K,5,Elementary,No,No,No,Yes,3131,5789,2,Elementary,45.91,40.97813,FALSE
64119006819,Rancho Minerva Middle,Vista,92084,6,8,Middle,No,No,No,Yes,2422,2715,1,Middle,10.79,14.00695,FALSE
64119006823,Vista Adult Transition Center,Vista,92084,12,12,High,No,No,No,Yes,,,,,,,FALSE
64119006824,Vista High,Vista,92084,9,12,High,No,No,No,Yes,1019,2133,3,High,52.23,48.40394,FALSE
64119012147,Vista Magnet Middle School of Technology Science and Math,Vista,92084,6,8,Middle,No,Yes,No,Yes,582,2715,4,Middle,78.56,75.84587,FALSE
60360000268,Azusa High,Azusa,91702,9,12,High,No,No,No,Yes,1295,2133,2,High,39.29,36.75939,FALSE
60360000269,Center Middle,Azusa,91702,6,8,Middle,No,No,No,Yes,1910,2715,1,Middle,29.65,27.10899,FALSE
60360000277,Charles H. Lee Elementary,Azusa,91702,K,5,Elementary,No,No,No,Yes,3049,5789,2,Elementary,47.33,42.27016,FALSE
60360000280,Clifford D. Murray Elementary,Azusa,91702,K,5,Elementary,No,No,No,Yes,4471,5789,1,Elementary,22.77,23.67021,FALSE
60360000272,Foothill Middle,Azusa,91702,6,8,Middle,No,No,No,Yes,1922,2715,1,Middle,29.21,26.9644,FALSE
60360000270,Henry Dalton Elementary,Azusa,91702,K,5,Elementary,No,No,No,Yes,3187,5789,2,Elementary,44.95,40.00005,FALSE
60360013521,Longfellow,Azusa,91702,K,K,Elementary,No,No,No,No,,,,,,,FALSE
60360000278,Magnolia Elementary,Azusa,91702,K,5,Elementary,No,No,No,Yes,4231,5789,1,Elementary,26.91,26.53559,FALSE
60360000281,Paramount Elementary,Azusa,91702,K,5,Elementary,No,No,No,Yes,2393,5789,3,Elementary,58.66,53.69995,FALSE
60360000283,Sierra High,Azusa,91702,9,12,High,No,No,No,Yes,2005,2133,0,High,6,10.66717,FALSE
60183513857,Alliance Marine - Innovation and Technology 6-12 Complex,Sun Valley,91352,6,12,High,Yes,No,No,Yes,515,2133,4,High,75.86,71.17908,FALSE
60245613900,Fenton Charter Leadership Academy,Sun Valley,91352,K,5,Elementary,Yes,No,No,Yes,2441,5789,3,Elementary,57.83,52.7157,FALSE
60161313872,Fenton STEM Acad: Elementary Center for Sci Technical Engr and Math,Sun Valley,91352,K,5,Elementary,Yes,No,No,Yes,2782,5789,3,Elementary,51.94,46.71005,FALSE
62271003001,Fernangeles Elementary,Sun Valley,91352,K,5,Elementary,No,No,No,Yes,4640,5789,1,Elementary,19.85,21.81423,FALSE
62271003046,Glenwood Elementary,Sun Valley,91352,K,5,Elementary,No,No,No,Yes,4688,5789,1,Elementary,19.02,21.21395,FALSE
60186312942,ISANA Cardinal Academy,Sun Valley,91352,K,8,Elementary,Yes,No,No,Yes,2336,5789,3,Elementary,59.65,54.77888,FALSE
62271003020,John H. Francis Polytechnic,Sun Valley,91352,9,12,High,No,Yes,No,Yes,1106,2133,2,High,48.15,44.9725,FALSE
60156411339,North Valley Military Institute College Preparatory Academy,Sun Valley,91352,6,12,High,Yes,No,No,Yes,1534,2133,1,High,28.08,24.71776,FALSE
69999948579,Our Lady Of The Holy Rosary School,Sun Valley,91352,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002878,Richard E. Byrd Middle,Sun Valley,91352,6,8,Middle,No,Yes,No,Yes,2021,2715,1,Middle,25.56,24.11545,FALSE
61887002278,Benjamin Franklin Intermediate,Colma,94015,6,8,Middle,No,No,No,Yes,1441,2715,2,Middle,46.92,40.18642,FALSE
61887002282,Daniel Webster Elementary,Daly City,94015,K,5,Elementary,No,No,No,Yes,2447,5789,3,Elementary,57.73,52.68065,FALSE
61887002283,Fernando Rivera Intermediate,Daly City,94015,6,8,Middle,No,No,No,No,822,2715,3,Middle,69.72,63.73391,FALSE
61887002284,Franklin Delano Roosevelt Elementary,Daly City,94015,K,8,Elementary,No,No,No,No,3939,5789,2,Elementary,31.96,29.95417,FALSE
61887002285,Garden Village Elementary,Colma,94015,K,5,Elementary,No,No,No,Yes,3419,5789,2,Elementary,40.94,36.5313,FALSE
63753006345,Junipero Serra Elementary,Daly City,94015,K,5,Elementary,No,No,No,No,1714,5789,4,Elementary,70.39,67.59042,FALSE
61887002288,Margaret Pauline Brown Elementary,Daly City,94015,K,5,Elementary,No,No,No,Yes,2836,5789,3,Elementary,51.01,45.69543,FALSE
61887002289,Marjorie H. Tobias Elementary,Daly City,94015,K,5,Elementary,No,No,No,No,1078,5789,4,Elementary,81.38,81.9063,FALSE
63753006351,Skyline Elementary,Daly City,94015,K,5,Elementary,No,No,No,No,1689,5789,4,Elementary,70.82,68.21989,FALSE
60164813354,Summit Public School: Shasta,Daly City,94015,9,12,High,Yes,No,No,Yes,59,2133,5,High,97.23,96.81538,FALSE
69999905492,ABC Childcare Center,Temecula,92591,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60002807222,Chaparral High,Temecula,92591,9,12,High,No,No,No,No,368,2133,4,High,82.75,79.63782,FALSE
69999953663,Concord Lutheran Academy,Temecula,92591,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60002808272,James L. Day Middle,Temecula,92591,6,8,Middle,No,No,No,Yes,475,2715,4,Middle,82.5,80.48534,FALSE
60002809505,Margarita Middle,Temecula,92591,6,8,Middle,No,No,No,Yes,600,2715,4,Middle,77.9,75.0203,FALSE
60002809684,Nicolas Valley Elementary,Temecula,92591,K,5,Elementary,No,No,No,Yes,1110,5789,4,Elementary,80.83,81.23322,FALSE
60002809503,Rancho Elementary,Temecula,92591,K,5,Elementary,No,No,No,Yes,1627,5789,4,Elementary,71.89,69.38294,FALSE
60002809506,Temecula Elementary,Temecula,92591,K,5,Elementary,No,No,No,Yes,2802,5789,3,Elementary,51.6,46.33094,FALSE
60002810353,Ysabel Barnett Elementary,Temecula,92591,K,5,Elementary,No,No,No,No,765,5789,4,Elementary,86.79,87.72405,FALSE
60234308628,Adelante Charter,Santa Barbara,93103,K,6,Elementary,Yes,No,No,Yes,5079,5789,1,Elementary,12.26,16.95171,FALSE
60141406016,Cleveland Elementary,Santa Barbara,93103,K,6,Elementary,No,No,No,Yes,5527,5789,0,Elementary,4.53,10.63575,FALSE
60141406018,Franklin Elementary,Santa Barbara,93103,K,6,Elementary,No,No,No,Yes,2016,5789,3,Elementary,65.18,60.93012,FALSE
69999940319,Providence,Santa Barbara,93103,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60141406030,Santa Barbara Junior High,Santa Barbara,93103,7,8,Middle,No,No,No,Yes,1075,2715,3,Middle,60.41,53.20575,FALSE
69999940345,Santa Barbara Middle School,Santa Barbara,93103,6,9,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60141406031,Santa Barbara Senior High,Santa Barbara,93103,9,12,High,No,No,No,Yes,451,2133,4,High,78.86,75.10372,FALSE
60141414138,Santa Barbara Unified Early Childhood,Santa Barbara,93103,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
69999948672,Sunrise Montessori School,Santa Barbara,93103,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69105109264,Alameda County Juvenile Hall/Court,San Leandro,94578,K,12,Other,No,No,No,No,,,,,,,FALSE
69999905672,Assumption School,San Leandro,94578,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63471005853,Hillside Elementary,San Leandro,94578,K,5,Elementary,No,No,No,Yes,5631,5789,0,Elementary,2.73,8.86343,FALSE
69999906859,International Bible Baptist Academy,San Leandro,94578,K,7,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63468005834,Jefferson Elementary,San Leandro,94578,K,5,Elementary,No,No,No,Yes,4855,5789,1,Elementary,16.13,19.39563,FALSE
63468005838,Monroe Elementary,San Leandro,94578,K,5,Elementary,No,No,No,Yes,2813,5789,3,Elementary,51.41,46.06982,FALSE
69999907454,Montessori School Of San Leandro,San Leandro,94578,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908203,Seneca Family Of Agencies James Baldwin Academy,San Leandro,94578,3,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63315005130,Alcott Elementary,Riverside,92506,K,6,Elementary,No,No,No,Yes,2563,5789,3,Elementary,55.73,50.71494,FALSE
60000710348,California School for the Deaf-Riverside,Riverside,92506,K,12,Other,No,No,No,(n/a),,,,,,,FALSE
63315005133,Castle View Elementary,Riverside,92506,K,6,Elementary,No,No,No,No,2211,5789,3,Elementary,61.81,56.84808,FALSE
63315005134,Central Middle,Riverside,92506,7,8,Middle,No,No,No,Yes,2172,2715,1,Middle,20,20.27584,FALSE
63315014166,Educational Options Center State Preschool,Riverside,92506,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
60200813730,Gateway College and Career Academy,Riverside,92506,9,12,High,Yes,No,No,(n/a),1674,2133,1,High,21.52,17.64385,FALSE
69999944576,Growing Place,Riverside,92506,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953762,Hawarden Hills Academy,Riverside,92506,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63315005151,Magnolia Elementary,Riverside,92506,K,6,Elementary,No,No,No,Yes,2720,5789,3,Elementary,53.01,47.72397,FALSE
63315005138,Matthew Gage Middle,Riverside,92506,7,8,Middle,No,No,No,Yes,1321,2715,3,Middle,51.34,44.0876,FALSE
69999905552,Alice's Montessori Learning Center,Walnut Creek,94597,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
64125006827,Buena Vista Elementary,Walnut Creek,94597,K,5,Elementary,No,No,No,No,700,5789,4,Elementary,87.91,89.04976,FALSE
69999906154,Contra Costa Christian School,Walnut Creek,94597,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953733,Fusion Academy Walnut Creek,Walnut Creek,94597,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999944568,Fusion Academy--Walnut Creek,Walnut Creek,94597,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907837,Palmer School,Walnut Creek,94597,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999944741,Walnut Creek Christian Academy,Walnut Creek,94597,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
64125006831,Walnut Creek Intermediate,Walnut Creek,94597,6,8,Middle,No,No,No,Yes,273,2715,4,Middle,89.94,89.68261,FALSE
69999954117,Wellspring Educational Services Inc,Walnut Creek,94597,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61146001260,Alameda Elementary,Downey,90242,K,4,Elementary,No,No,No,Yes,,,,,,,FALSE
69999953631,Calvary Chapel Christian School,Downey,90242,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61146001261,Carpenter (C. C.) Elementary,Downey,90242,K,5,Elementary,No,No,No,Yes,2891,5789,3,Elementary,50.06,44.69228,FALSE
61146001267,Gauldin (A.L.) Elementary,Downey,90242,K,5,Elementary,No,No,No,Yes,3666,5789,2,Elementary,36.67,33.37495,FALSE
61146001269,Imperial Elementary,Downey,90242,K,3,Elementary,No,No,No,Yes,,,,,,,FALSE
61146010237,Lewis (Ed C.) Elementary,Downey,90242,K,5,Elementary,No,No,No,Yes,1810,5789,3,Elementary,68.73,65.65137,FALSE
60011010923,Los Angeles County Regional Occupational Program,Downey,90242,9,12,High,No,(n/a),(n/a),(n/a),,,,,,,FALSE
61146007107,Old River Elementary,Downey,90242,4,5,Elementary,No,No,No,Yes,2184,5789,3,Elementary,62.27,57.66158,FALSE
69999908729,St Raymond School,Downey,90242,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61146001279,Stauffer (Mary R.) Middle,Downey,90242,6,8,Middle,No,No,No,Yes,1127,2715,3,Middle,58.49,50.97362,FALSE
62580003863,Armada Elementary,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,4836,5789,1,Elementary,16.46,19.58312,FALSE
69113513435,El Potrero Pre-School,Moreno Valley,92551,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
69113511725,March Middle,Moreno Valley,92551,6,8,Middle,No,No,No,Yes,1896,2715,2,Middle,30.17,27.42835,FALSE
69113510290,Mary McLeod Bethune Elementary,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,2876,5789,3,Elementary,50.32,45.00001,FALSE
69113510287,Rainbow Ridge Elementary,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,3761,5789,2,Elementary,35.03,32.16793,FALSE
69113510283,Rancho Verde High,Moreno Valley,92551,9,12,High,No,No,No,Yes,804,2133,3,High,62.31,57.36238,FALSE
