,zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
682,93901,Monterey,Salinas,156143,35,Salinas,37859965,64678,81944,29778,0.061,47569,54873,1823,605,28194,1929.0,34.4,0.158,0.085,0.104,0.048,10368,490300
683,93905,Monterey,Salinas,156143,35,Salinas,24099175,51472,63683,14913,0.018,56797,39604,2533,239,60531,6504.0,27.5,0.042,0.009,0.213,0.038,13391,375600
684,93906,Monterey,Salinas,156143,35,Salinas,33867681,67199,86422,23945,0.053,37426,50458,2218,887,64348,4920.0,32.1,0.105,0.038,0.09,0.059,17504,400800
685,93907,Monterey,Salinas,156143,35,Boronda; Elkhorn; Prunedale; Salinas,139761382,82520,102178,33186,0.08795,68125,58964,876,648,23299,431.8,41.2,0.138,0.09296,0.079,0.06,7794,531900
686,93908,Monterey,Salinas,156143,35,Chualar; Prunedale; Salinas,555790955,129789,163642,59063,0.23,31959,94044,188,1022,12398,57.8,48.4,0.288,0.19,0.037,0.03,4796,803500
687,94002,San Mateo,Redwood City,85784,97,Belmont; Redwood City,14662593,155473,200655,77200,0.3708,86166,83304,882,3834,27155,4796.0,41.0,0.3071,0.339,0.02199,0.03198,11038,1524000
688,94014,San Mateo,Daly City,106677,65,Colma; Daly City,16319090,90970,108995,33451,0.116,79673,68386,1587,1623,49170,7804.0,39.5,0.27,0.059,0.054,0.045,14478,718100
689,94015,San Mateo,Daly City,106677,65,Broadmoor; Daly City,14894698,95541,118781,39278,0.156,37589,72272,2134,3175,65041,11310.0,39.8,0.309,0.09204,0.04398,0.05603,21058,821900
690,94022,Santa Clara,Palo Alto,66573,132,Los Altos; Los Altos Hills; Palo Alto,45250599,223859,347939,130324,0.553,56632,144861,426,3980,19406,1111.0,47.8,0.3171,0.53,0.024,0.034,7724,2000001
691,94043,Santa Clara,Sunnyvale,152770,36,Mountain View; Sunnyvale,27653304,138232,181914,77635,0.324,100701,56981,1223,4231,31161,2918.0,34.9,0.305,0.3809,0.029,0.03,13943,1135800
692,94061,San Mateo,Redwood City,85784,97,North Fair Oaks; Redwood City; Woodside,9998760,112609,161855,59285,0.276,135625,74130,1088,3844,39023,10110.0,37.0,0.252,0.226,0.036,0.027,14424,1342600
693,94062,San Mateo,Redwood City,85784,97,Emerald Lake Hills; Redwood City; Woodside,183622819,178480,261807,95838,0.449,86166,119125,771,4578,28423,401.0,45.0,0.311,0.339,0.03302,0.027,10786,1722300
694,94063,San Mateo,Redwood City,85784,97,North Fair Oaks; Redwood City,17139334,77166,114736,36889,0.1539,56750,40260,1641,1636,34867,5268.0,33.1,0.1709,0.13,0.125,0.034,11194,861400
695,94070,San Mateo,Redwood City,85784,97,Redwood City; San Carlos,15882411,185459,241260,90690,0.461,75417,94836,721,5323,31074,5068.0,41.9,0.34,0.3481,0.013,0.03302,12003,1637900
696,94080,San Mateo,South San Francisco,67408,131,Colma; South San Francisco,26788702,105600,129525,43106,0.188,97100,71881,1939,4039,67600,6536.0,40.3,0.265,0.09204,0.039,0.029,22282,843600
697,94085,Santa Clara,Sunnyvale,152770,36,Mountain View; Sunnyvale,9042125,127774,161294,60606,0.267,82500,59712,636,2246,23223,6652.0,32.6,0.246,0.281,0.047,0.03,8878,1000500
698,94086,Santa Clara,Sunnyvale,152770,36,Mountain View; Sunnyvale,11631098,139847,171672,68052,0.312,108929,53009,1544,6111,50477,11240.0,33.3,0.331,0.355,0.034,0.047,20596,1223800
699,94087,Santa Clara,Sunnyvale,152770,36,Mountain View; Sunnyvale,17049035,160907,208215,74669,0.3892,82188,74229,1456,7796,56668,8610.0,38.9,0.335,0.393,0.038,0.04102,21042,1666300
700,94089,Santa Clara,Sunnyvale,152770,36,Sunnyvale,15517488,119054,151381,56029,0.252,217500,60690,594,2075,22882,3820.0,36.3,0.2479,0.267,0.029,0.034,8659,293300
701,94102,San Francisco,San Francisco,874961,4,San Francisco,1732390,46372,90956,54318,0.12103,32361,16869,6215,2181,31392,46940.0,39.2,0.306,0.1759,0.078,0.06604,20396,906600
702,94103,San Francisco,San Francisco,874961,4,San Francisco,3518233,75764,128009,68455,0.1959,96806,13390,4360,3087,30703,22610.0,36.9,0.34,0.192,0.10297,0.03198,18147,901300
703,94104,San Francisco,San Francisco,874961,4,San Francisco,200857,51500,108802,58279,0.1641,95164,63890,83,36,429,5532.0,49.9,0.261,0.115,0.111,0.04562,301,2000001
704,94105,San Francisco,San Francisco,874961,4,San Francisco,942022,213987,279373,142482,0.579,95164,250001,213,3178,10916,30020.0,35.1,0.374,0.456,0.02,0.04602,6763,1228900
705,94107,San Francisco,San Francisco,874961,4,San Francisco,4647670,166985,206503,97478,0.4219,125536,32917,1759,6071,31461,17540.0,35.3,0.3818,0.3071,0.067,0.03099,16498,1090900
706,94108,San Francisco,San Francisco,874961,4,San Francisco,698155,63263,104059,58409,0.116,58438,19529,2370,904,14143,52480.0,42.1,0.287,0.187,0.15,0.04,9052,1127500
707,94109,San Francisco,San Francisco,874961,4,San Francisco,3077741,94278,144062,86074,0.228,63792,33634,6863,7654,57302,48220.0,36.6,0.404,0.263,0.05103,0.039,38109,1095700
708,94110,San Francisco,San Francisco,874961,4,San Francisco,6019936,134592,175979,70038,0.3381,121573,48380,3387,9308,72380,31140.0,37.3,0.339,0.2471,0.061,0.034,30005,1150300
709,94111,San Francisco,San Francisco,874961,4,San Francisco,891135,120905,174162,108035,0.278,95164,71466,332,614,3611,10500.0,46.6,0.327,0.3982,0.11206,0.025,2743,1211800
710,94112,San Francisco,San Francisco,874961,4,San Francisco,8720186,94757,124357,36997,0.1659,67500,68625,2546,3887,84707,25150.0,42.8,0.228,0.095,0.052,0.04102,24409,868200
711,94114,San Francisco,San Francisco,874961,4,San Francisco,3692543,162193,218929,108101,0.405,89545,87679,1342,6823,34918,24500.0,39.2,0.411,0.37,0.01599,0.035,18384,1525600
712,94115,San Francisco,San Francisco,874961,4,San Francisco,2889800,123037,174293,89097,0.31,147115,41118,3102,5287,34604,31000.0,37.0,0.411,0.297,0.05603,0.035,19323,1378400
713,94117,San Francisco,San Francisco,874961,4,San Francisco,4373060,170211,210952,89469,0.396,184161,61345,1559,7228,44650,26450.0,33.4,0.4668,0.306,0.007996,0.039,19973,1443500
714,94118,San Francisco,San Francisco,874961,4,San Francisco,5047738,121644,180436,78360,0.286,64755,67059,2157,5106,42095,21600.0,37.2,0.411,0.295,0.02301,0.039,19036,1598700
715,94121,San Francisco,San Francisco,874961,4,San Francisco,7980037,103151,144315,60162,0.202,58042,59540,2624,3531,43616,14150.0,42.7,0.3618,0.227,0.04398,0.036,19085,1241600
716,94122,San Francisco,San Francisco,874961,4,San Francisco,6124845,122076,150204,57845,0.251,79079,74345,2078,5753,62128,26270.0,38.8,0.3809,0.227,0.035,0.03,24110,1133400
717,94123,San Francisco,San Francisco,874961,4,San Francisco,2646603,162206,227276,123576,0.403,145391,74044,955,5547,25890,25340.0,34.0,0.538,0.313,0.018,0.02802,15013,2000001
718,93710,Fresno,Fresno,525010,5,Fresno,18102900,51605,64675,23203,0.025,26958,56283,2821,280,33448,4784.0,28.4,0.1941,0.072,0.1659,0.09296,12030,246600
719,94124,San Francisco,San Francisco,874961,4,San Francisco,12759669,63267,93973,31651,0.118,95164,39804,3024,1329,35747,7256.0,37.2,0.1809,0.08203,0.17,0.068,11961,745500
720,94127,San Francisco,San Francisco,874961,4,San Francisco,4585723,172713,225388,83315,0.441,212054,105429,476,3355,21151,11944.0,44.9,0.3691,0.314,0.012,0.03198,8270,1387700
721,94128,San Mateo,South San Francisco,67408,131,South San Francisco,9125854,105600,129525,14158,0.188,97100,71881,1939,4039,146,41.4,53.8,0.072,0.072,0.039,0.383,22282,843600
722,94130,San Francisco,San Francisco,874961,4,San Francisco,2281288,54375,86627,21322,0.125,95164,63890,110,76,3008,3416.0,25.5,0.2559,0.131,0.2091,0.158,688,1227924
723,94131,San Francisco,San Francisco,874961,4,San Francisco,5379809,151607,197576,89920,0.3691,95164,79766,931,4806,29523,14216.0,41.5,0.3582,0.376,0.027,0.038,13768,1273400
724,94132,San Francisco,San Francisco,874961,4,San Francisco,8054487,84349,116690,40815,0.151,32088,65348,1730,1561,31436,10110.0,33.0,0.3171,0.193,0.06604,0.085,11012,986500
725,94133,San Francisco,San Francisco,874961,4,San Francisco,1955596,69756,128389,63870,0.203,50500,21788,3443,2641,26796,35500.0,42.5,0.301,0.192,0.10706,0.057,14879,1433000
726,94134,San Francisco,San Francisco,874961,4,San Francisco,6210533,77983,107399,33166,0.12396,39361,51797,2199,1505,42418,17700.0,42.2,0.173,0.073,0.09,0.061,12539,827800
727,94158,San Francisco,San Francisco,874961,4,San Francisco,1800349,156856,180672,96624,0.3591,125994,11717,726,1602,8455,12160.0,34.4,0.3582,0.3782,0.06604,0.02301,5114,1061700
728,94301,Santa Clara,Palo Alto,66573,132,Palo Alto,6141698,159148,257101,110423,0.421,56632,92273,819,2963,16582,6990.0,44.9,0.268,0.558,0.055,0.042,7851,2000001
729,94303,San Mateo; Santa Clara,Palo Alto,66573,132,East Palo Alto; Mountain View; Palo Alto,20630668,105763,170556,52270,0.278,44770,83725,1708,3982,48244,6056.0,34.1,0.205,0.27,0.07104,0.04,15136,1409800
730,94304,Santa Clara,Palo Alto,66573,132,Los Altos Hills; Palo Alto; Stanford,16836589,130227,210839,102440,0.277,2499,165000,146,511,3852,592.5,38.8,0.28,0.571,0.018,0.009,2003,2000001
731,94305,Santa Clara,Palo Alto,66573,132,Palo Alto; Stanford,13281865,60000,141148,37056,0.195,35602,186797,716,696,16397,3198.0,22.5,0.354,0.582,0.02,0.047,3857,2000001
732,94306,Santa Clara,Palo Alto,66573,132,Palo Alto,10860457,143606,206988,81599,0.3792,143657,88936,1277,4045,27435,6544.0,41.2,0.285,0.522,0.04602,0.029,11399,2000001
733,94402,San Mateo,San Mateo,104333,70,Highlands-Baywood Park; San Mateo,12595901,169086,222795,83904,0.42,78118,103600,615,4003,25703,5284.0,41.1,0.335,0.32,0.02301,0.03099,10104,1603500
734,94403,San Mateo,San Mateo,104333,70,San Mateo,14584158,134875,173644,66566,0.319,85119,64592,1406,5268,44408,7890.0,38.6,0.3381,0.2479,0.03099,0.03,17295,1199800
735,94404,San Mateo,San Mateo,104333,70,Foster City; San Mateo,11135199,149836,179975,71136,0.349,78118,76090,1028,5009,36985,8600.0,40.6,0.349,0.345,0.034,0.03198,15256,1195500
736,94501,Alameda,Alameda,78522,112,Alameda,20529640,94991,121429,49921,0.1641,45101,56669,3351,4163,63821,8052.0,40.3,0.327,0.202,0.07,0.037,27072,855300
737,94502,Alameda,Alameda,78522,112,Alameda; Oakland,6942425,154437,183232,63423,0.3518,37233,94922,215,1748,14701,5484.0,42.5,0.4019,0.2241,0.019,0.03198,5274,871700
738,94502,Alameda,Oakland,425097,8,Alameda; Oakland,6942425,154437,183232,63423,0.3518,58122,94922,215,1748,14701,5484.0,42.5,0.4019,0.2241,0.019,0.03198,5274,871700
739,94506,Contra Costa,San Ramon,75648,118,Blackhawk; Camino Tassajara; Danville; Diablo; San Ramon,48524400,212739,268580,89224,0.5283,108625,132128,367,4370,25240,1347.0,45.0,0.4092,0.303,0.019,0.036,8411,1274500
740,94509,Contra Costa,Antioch,111200,60,Antioch; Pittsburg,42403699,64502,79319,26352,0.053,41250,52051,4127,1143,68166,4164.0,35.1,0.12103,0.045,0.157,0.106,22582,369200
741,94509,Contra Costa,Pittsburg,71422,123,Antioch; Pittsburg,42403699,64502,79319,26352,0.053,41250,52051,4127,1143,68166,4164.0,35.1,0.12103,0.045,0.157,0.106,22582,369200
742,94513,Contra Costa,Antioch,111200,60,Antioch; Brentwood; Byron; Discovery Bay; Knightsen,196333400,108243,127050,41912,0.175,105050,67279,1943,3629,64313,848.5,40.5,0.23,0.095,0.036,0.06604,21504,581700
743,94513,Contra Costa,Brentwood,61961,149,Antioch; Brentwood; Byron; Discovery Bay; Knightsen,196333400,108243,127050,41912,0.175,105050,67279,1943,3629,64313,848.5,40.5,0.23,0.095,0.036,0.06604,21504,581700
744,94552,Alameda,Hayward,159293,32,Castro Valley; Hayward,116421438,162583,197896,67246,0.377,81411,112972,270,1864,14938,332.2,46.5,0.363,0.239,0.026,0.04898,5112,926700
745,94555,Alameda,Fremont,235740,16,Fremont,30070609,147358,177966,55633,0.346,120227,63260,471,4044,38478,3314.0,37.4,0.321,0.285,0.017,0.04,12193,906400
746,95116,Santa Clara,San Jose,1027690,3,San Jose,9300706,65667,84741,23061,0.068,61000,27990,2716,972,55825,15544.0,32.6,0.125,0.04,0.09796,0.061,14524,568900
747,94518,Contra Costa,Concord,129183,45,Concord; Pleasant Hill; Walnut Creek,14090593,95875,115956,44206,0.1321,62365,71495,1006,1401,28734,5280.0,42.2,0.275,0.143,0.068,0.047,10883,597300
748,94518,Contra Costa,Walnut Creek,69567,126,Concord; Pleasant Hill; Walnut Creek,14090593,95875,115956,44206,0.1321,68758,71495,1006,1401,28734,5280.0,42.2,0.275,0.143,0.068,0.047,10883,597300
749,94520,Contra Costa,Concord,129183,45,Bay Point; Clyde; Concord,25392999,60652,77753,28893,0.038,53646,45913,2483,519,38753,3952.0,34.8,0.185,0.069,0.118,0.05,14233,418400
750,94521,Contra Costa,Concord,129183,45,Clayton; Concord; Walnut Creek,33601243,106938,123650,46687,0.1691,71085,75158,1540,2687,43281,3336.0,42.3,0.296,0.131,0.03099,0.048,16499,603600
751,94521,Contra Costa,Walnut Creek,69567,126,Clayton; Concord; Walnut Creek,33601243,106938,123650,46687,0.1691,71085,75158,1540,2687,43281,3336.0,42.3,0.296,0.131,0.03099,0.048,16499,603600
752,94523,Contra Costa,Concord,129183,45,Concord; Contra Costa Centre; Pleasant Hill; Reliez Valley,18743174,117568,138440,56555,0.207,62365,75304,1441,2890,35005,4836.0,40.9,0.373,0.1759,0.053,0.038,14514,719000
753,94530,Contra Costa,Richmond,109884,62,El Cerrito; Kensington; Richmond,12496098,107006,139374,55921,0.195,75000,79637,1206,2015,26145,5420.0,42.5,0.316,0.319,0.04898,0.04398,11014,802500
754,94531,Contra Costa,Antioch,111200,60,Antioch,28347933,104646,114715,34723,0.114,90875,75660,974,1419,43022,3930.0,38.1,0.1909,0.085,0.06604,0.053,12779,436400
755,94533,Solano,Fairfield,115282,54,Fairfield; Suisun City; Vacaville,55949555,73042,90370,29999,0.067,42557,63650,3210,1612,75909,3514.0,33.8,0.156,0.059,0.09296,0.069,25036,355600
756,94533,Solano,Vacaville,98875,76,Fairfield; Suisun City; Vacaville,55949555,73042,90370,29999,0.067,42557,63650,3210,1612,75909,3514.0,33.8,0.156,0.059,0.09296,0.069,25036,355600
757,94534,Solano,Fairfield,115282,54,Fairfield; Green Valley; Suisun City,205016160,114537,142639,48925,0.192,52813,80610,909,2519,39239,495.8,40.9,0.279,0.12103,0.026,0.03198,13611,495200
758,94535,Solano,Fairfield,115282,54,Fairfield,9871361,70230,80160,23109,0.01401,40694,64629,103,15,3842,1008.0,23.0,0.301,0.135,0.08795,0.06,1330,408720
759,94536,Alameda,Fremont,235740,16,Fremont,37763465,121696,143454,49482,0.2241,51422,64133,2331,5588,74837,5132.0,37.7,0.301,0.215,0.036,0.03302,26395,868900
760,94538,Alameda,Fremont,235740,16,Fremont,42661555,112473,133080,45948,0.1891,130978,52352,1953,4190,67474,4096.0,35.7,0.252,0.231,0.03198,0.035,23118,790700
761,94539,Alameda,Fremont,235740,16,Fremont; Sunol,65814586,177836,209932,65691,0.433,178281,98063,787,7276,54982,2164.0,42.5,0.337,0.394,0.015,0.039,17485,1352400
762,94541,Alameda,Hayward,159293,32,Ashland; Cherryland; Fairview; Hayward; San Lorenzo,19232211,80448,96796,34027,0.08203,68007,56228,3194,1785,65928,8880.0,37.0,0.2,0.084,0.078,0.043,22949,581800
763,94542,Alameda,Hayward,159293,32,Fairview; Hayward,14763890,121354,144931,45735,0.255,68013,114167,285,1122,14699,2578.0,33.7,0.329,0.153,0.04898,0.061,4581,793400
764,94544,Alameda,Hayward,159293,32,Hayward; Union City,28377432,82520,98408,30300,0.08295,73346,54460,2546,1896,79747,7280.0,34.3,0.16,0.053,0.061,0.04102,23874,549700
765,94544,Alameda,Union City,74722,119,Hayward; Union City,28377432,82520,98408,30300,0.08295,73346,54460,2546,1896,79747,7280.0,34.3,0.16,0.053,0.061,0.04102,23874,549700
766,94545,Alameda,Hayward,159293,32,Hayward,55820192,91310,112745,34546,0.1329,49773,44152,1156,1253,32724,1518.0,39.7,0.2141,0.07,0.042,0.042,9842,576700
767,94546,Alameda,Castro Valley,63013,144,Castro Valley; Hayward,24710903,97179,116521,44359,0.1539,59395,54011,1625,2522,44378,4652.0,42.0,0.276,0.146,0.057,0.042,16855,699800
768,94546,Alameda,Hayward,159293,32,Castro Valley; Hayward,24710903,97179,116521,44359,0.1539,59395,54011,1625,2522,44378,4652.0,42.0,0.276,0.146,0.057,0.042,16855,699800
769,94550,Alameda; Santa Clara,Livermore,89699,91,Livermore,602370606,139387,164936,60554,0.2842,54167,75614,1298,5151,50374,216.6,42.7,0.286,0.192,0.027,0.03099,18934,834600
770,94551,Alameda; Contra Costa,Dublin,61240,150,Dublin; Livermore,203775176,118967,146652,50760,0.24,84306,57586,985,3835,47227,600.5,37.0,0.273,0.1641,0.029,0.03099,16352,714700
771,94551,Alameda; Contra Costa,Livermore,89699,91,Dublin; Livermore,203775176,118967,146652,50760,0.24,84306,57586,985,3835,47227,600.5,37.0,0.273,0.1641,0.029,0.03099,16352,714700
772,94552,Alameda,Castro Valley,63013,144,Castro Valley; Hayward,116421438,162583,197896,67246,0.377,52688,112972,270,1864,14938,332.2,46.5,0.363,0.239,0.026,0.04898,5112,926700
773,94129,San Francisco,San Francisco,874961,4,San Francisco,5968391,196917,244845,79986,0.4968,132813,133333,11,643,4136,1795.0,30.0,0.507,0.33,0.0683,0.02,1305,1227924
774,94558,Napa,Napa,79074,111,Moskowite Corner; Napa; Oakville; Rutherford; Silverado Resort; Yountville,922258151,93052,123939,45391,0.157,57835,72449,2498,3750,68315,191.8,42.2,0.23,0.1271,0.038,0.04,27100,645500
775,94559,Napa,Napa,79074,111,Napa,94710373,76961,102190,39414,0.09796,45781,64615,1161,999,27593,754.5,38.5,0.215,0.11206,0.079,0.04898,11331,640200
776,94565,Contra Costa,Pittsburg,71422,123,Bay Point; Pittsburg,77788784,71629,91412,28103,0.07,46533,57819,4253,1997,97671,3252.0,34.1,0.1371,0.052,0.108,0.08203,29562,369500
777,94566,Alameda,Pleasanton,81717,104,Pleasanton; Sunol,50838022,161204,202312,73909,0.3818,43000,71577,1411,6297,45893,2338.0,44.2,0.3381,0.3,0.03302,0.029,17296,1070900
778,94568,Alameda,Dublin,61240,150,Dublin; Pleasanton,39597841,146103,175027,60320,0.3171,75833,72703,1009,5906,55608,3638.0,36.7,0.38,0.271,0.029,0.036,19392,847400
779,94568,Alameda,Pleasanton,81717,104,Dublin; Pleasanton,39597841,146103,175027,60320,0.3171,75833,72703,1009,5906,55608,3638.0,36.7,0.38,0.271,0.029,0.036,19392,847400
780,94577,Alameda,San Leandro,90025,90,San Leandro,21103266,78444,102598,38576,0.12103,61750,52126,2135,2073,47682,5852.0,41.4,0.229,0.118,0.06198,0.053,17946,609300
781,94578,Alameda,Castro Valley,63013,144,Ashland; Castro Valley; San Leandro,11624988,66450,85063,31265,0.05603,45982,49457,2231,808,41865,9330.0,35.2,0.1859,0.069,0.094,0.07,15174,545000
782,94606,Alameda,Oakland,425097,8,Alameda; Oakland,5924351,56129,77272,32420,0.061,40952,28575,3650,928,38220,16700.0,36.6,0.241,0.126,0.1589,0.074,16487,548600
783,94578,Alameda,San Leandro,90025,90,Ashland; Castro Valley; San Leandro,11624988,66450,85063,31265,0.05603,45982,49457,2231,808,41865,9330.0,35.2,0.1859,0.069,0.094,0.07,15174,545000
784,94579,Alameda,San Leandro,90025,90,San Leandro,8100074,88991,105123,34885,0.13,53866,49974,789,885,21883,6996.0,42.5,0.195,0.1,0.073,0.047,7040,585100
785,94580,Alameda,Hayward,159293,32,Ashland; Cherryland; Hayward; San Leandro; San Lorenzo,8924104,96493,112466,35135,0.114,81411,71016,846,1013,30488,8850.0,37.8,0.195,0.05603,0.042,0.047,9180,578700
786,94609,Alameda,Oakland,425097,8,Oakland,4424434,86750,116170,50970,0.151,73913,31129,1645,1496,23726,13890.0,34.6,0.3318,0.244,0.09705,0.042,10546,832700
787,94580,Alameda,San Leandro,90025,90,Ashland; Cherryland; Hayward; San Leandro; San Lorenzo,8924104,96493,112466,35135,0.114,53866,71016,846,1013,30488,8850.0,37.8,0.195,0.05603,0.042,0.047,9180,578700
788,94582,Contra Costa,San Ramon,75648,118,Camino Tassajara; Danville; San Ramon,33797652,175490,201017,66829,0.452,108625,83586,945,6340,42576,3262.0,39.4,0.414,0.34,0.03198,0.03302,14330,1067500
789,94583,Contra Costa,San Ramon,75648,118,Norris Canyon; San Ramon,38687609,152656,177617,61835,0.331,108625,71625,661,3999,35231,2358.0,40.8,0.3909,0.261,0.03099,0.035,12817,890500
790,94585,Solano,Fairfield,115282,54,Fairfield; Suisun City,291139100,82848,93416,30481,0.059,47927,55453,1026,551,29525,262.8,34.4,0.167,0.05103,0.063,0.05603,9640,357400
791,94586,Alameda,Hayward,159293,32,Hayward; Sunol,150921601,133125,217712,81007,0.311,81411,111458,14,95,831,14.3,51.0,0.262,0.195,0.043,0.047,361,1166700
792,94587,Alameda,Hayward,159293,32,Hayward; Union City,51076950,114681,133752,41447,0.2059,142750,70687,1545,4491,74722,3788.0,38.4,0.257,0.146,0.03,0.034,22903,765500
793,94587,Alameda,Union City,74722,119,Hayward; Union City,51076950,114681,133752,41447,0.2059,142750,70687,1545,4491,74722,3788.0,38.4,0.257,0.146,0.03,0.034,22903,765500
794,94588,Alameda; Contra Costa,Hayward,159293,32,Hayward; Pleasanton; Sunol,82377390,153429,182833,64987,0.34,108594,87955,873,4425,37253,1171.0,40.7,0.3718,0.294,0.026,0.034,13505,928800
795,94588,Alameda; Contra Costa,Pleasanton,81717,104,Hayward; Pleasanton; Sunol,82377390,153429,182833,64987,0.34,108594,87955,873,4425,37253,1171.0,40.7,0.3718,0.294,0.026,0.034,13505,928800
796,94589,Napa; Solano,Vallejo,121267,51,American Canyon; Vallejo,29767360,68494,82146,26895,0.04,32359,50946,1386,390,31536,2744.0,36.4,0.162,0.048,0.09705,0.11206,10187,329300
797,94591,Solano,Fairfield,115282,54,Benicia; Fairfield; Vallejo,56224527,85311,102686,36063,0.105,47232,68226,2206,1940,55157,2540.0,40.8,0.222,0.078,0.052,0.068,19440,427000
798,94591,Solano,Vallejo,121267,51,Benicia; Fairfield; Vallejo,56224527,85311,102686,36063,0.105,47232,68226,2206,1940,55157,2540.0,40.8,0.222,0.078,0.052,0.068,19440,427000
799,94592,Solano,Vallejo,121267,51,Vallejo,10953954,127679,142036,44762,0.227,38926,52821,49,66,952,225.1,29.3,0.291,0.295,0.037,0.0887,291,490000
800,94595,Contra Costa,Walnut Creek,69567,126,Castle Hill; Lafayette; Saranap; Walnut Creek,13933907,76583,114791,62844,0.158,68758,59384,1182,1544,18117,3368.0,68.2,0.3682,0.277,0.02,0.038,10402,592400
801,94596,Contra Costa,Walnut Creek,69567,126,San Miguel; Walnut Creek,15430104,109167,150289,69720,0.205,68758,78056,994,2038,21700,3642.0,39.2,0.3909,0.295,0.045,0.03302,10586,1029400
802,94597,Contra Costa,Walnut Creek,69567,126,Acalanes Ridge; Contra Costa Centre; Walnut Creek,10127256,111750,134022,62222,0.22,64904,60379,1223,2308,23108,5908.0,39.0,0.3809,0.276,0.037,0.037,10684,769300
803,94598,Contra Costa,Walnut Creek,69567,126,Contra Costa Centre; North Gate; Shell Ridge; Walnut Creek,39420282,154125,190564,72150,0.374,70286,96250,623,3878,27831,1829.0,45.1,0.377,0.339,0.02301,0.038,10874,951700
804,94601,Alameda,Alameda,78522,112,Alameda; Oakland,8410567,50122,69923,22267,0.045,46286,44728,3900,697,53039,16340.0,33.3,0.153,0.068,0.239,0.081,16606,480000
805,94601,Alameda,Oakland,425097,8,Alameda; Oakland,8410567,50122,69923,22267,0.045,46286,44728,3900,697,53039,16340.0,33.3,0.153,0.068,0.239,0.081,16606,480000
806,94602,Alameda,Oakland,425097,8,Oakland,8560760,95479,133103,53343,0.213,58122,64886,1495,2513,30162,9130.0,42.0,0.269,0.246,0.059,0.048,12562,835400
807,94603,Alameda,Oakland,425097,8,Oakland,8448622,52634,66605,20201,0.02199,58122,35532,2170,224,35862,10990.0,31.0,0.101,0.03198,0.177,0.075,10518,370300
808,94605,Alameda,Oakland,425097,8,Oakland,23195148,72778,97157,38513,0.106,61424,55591,3204,1738,43399,4850.0,38.5,0.1991,0.155,0.104,0.069,17361,596000
809,94606,Alameda,Alameda,78522,112,Alameda; Oakland,5924351,56129,77272,32420,0.061,40952,28575,3650,928,38220,16700.0,36.6,0.241,0.126,0.1589,0.074,16487,548600
810,94607,Alameda,Oakland,425097,8,Oakland,15259815,55054,91003,41579,0.125,65192,19410,3585,1441,26823,4550.0,35.8,0.286,0.145,0.235,0.074,12713,581800
811,94608,Alameda,Oakland,425097,8,Emeryville; Oakland,7068581,87517,111552,53855,0.165,59375,34232,2494,2373,31013,11360.0,35.5,0.37,0.2241,0.105,0.04602,15501,602200
812,94610,Alameda,Oakland,425097,8,Oakland; Piedmont,5651463,100717,142364,69544,0.2,101250,71586,1706,3036,31936,14630.0,39.2,0.377,0.324,0.038,0.036,16184,1021400
813,94611,Alameda; Contra Costa,Oakland,425097,8,Oakland; Piedmont,27357586,129576,181251,81936,0.3171,80625,83958,2113,5469,38975,3690.0,44.9,0.3718,0.3682,0.018,0.03302,17841,1109200
814,94612,Alameda,Oakland,425097,8,Oakland,2214199,55291,92693,53878,0.1329,107679,15303,2793,1161,15785,18460.0,37.0,0.292,0.2471,0.156,0.063,9356,725600
815,94618,Alameda,Oakland,425097,8,Oakland; Piedmont,6283367,167606,221546,93656,0.4282,58122,117672,458,3062,17252,7110.0,42.4,0.376,0.434,0.024,0.043,7552,1208800
816,94619,Alameda,Oakland,425097,8,Oakland,40438412,94490,127507,49668,0.1841,38750,85216,1024,1671,24112,1544.0,40.7,0.267,0.236,0.06,0.04898,9760,718200
817,94621,Alameda,Alameda,78522,112,Alameda; Oakland,20137705,42563,59349,18047,0.021,16596,25625,3389,204,35035,4504.0,29.9,0.075,0.03,0.252,0.08,10541,353500
818,94621,Alameda,Oakland,425097,8,Alameda; Oakland,20137705,42563,59349,18047,0.021,16596,25625,3389,204,35035,4504.0,29.9,0.075,0.03,0.252,0.08,10541,353500
819,94702,Alameda,Berkeley,121485,50,Berkeley,3299645,82076,109231,50356,0.146,53333,46683,1449,1093,16860,13230.0,39.8,0.336,0.304,0.043,0.04398,8022,851400
820,94703,Alameda,Berkeley,121485,50,Berkeley,3460984,83074,120199,50332,0.162,58219,61130,1441,1404,21697,16240.0,34.5,0.34,0.365,0.04602,0.055,9429,917500
821,94704,Alameda,Berkeley,121485,50,Berkeley; Oakland,2765001,38125,66363,20911,0.07697,15258,47440,3252,639,29597,27730.0,21.8,0.3718,0.312,0.117,0.074,9068,804000
822,94704,Alameda,Oakland,425097,8,Berkeley; Oakland,2765001,38125,66363,20911,0.07697,15258,47440,3252,639,29597,27730.0,21.8,0.3718,0.312,0.117,0.074,9068,804000
