,zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
271,90280,Los Angeles,South Gate,94642,80,Lynwood; South Gate,18920097,52321,65785,18031,0.02,43889,37945,4588,475,94642,12950.0,31.9,0.07104,0.02301,0.1539,0.096,24601,408200
272,90290,Los Angeles,Los Angeles,3966936,1,Calabasas; Los Angeles; Topanga,51929110,129772,170907,69791,0.285,41391,129271,149,648,5681,283.2,45.5,0.306,0.403,0.017,0.065,2525,1036300
273,90291,Los Angeles,Los Angeles,3966936,1,Los Angeles,6470939,99652,156736,81187,0.231,41391,53283,2010,3166,26950,10780.0,38.5,0.417,0.2471,0.058,0.052,15882,1650000
274,90292,Los Angeles,Los Angeles,3966936,1,Culver City; Los Angeles; Marina del Rey,5272868,114726,156006,85223,0.236,70221,80625,1650,2979,23549,11570.0,39.6,0.434,0.271,0.11,0.035,14452,978900
275,90301,Los Angeles,Inglewood,109613,63,Inglewood,6416791,47464,62868,21761,0.025,38295,33795,2865,297,38234,15430.0,35.4,0.105,0.037,0.14,0.085,12731,437400
276,90302,Los Angeles,Inglewood,109613,63,Inglewood,4903586,51850,66681,25116,0.04102,42133,43608,2395,436,30017,15860.0,34.9,0.207,0.08704,0.183,0.106,11324,484800
277,90303,Los Angeles,Hawthorne,87107,95,Hawthorne; Inglewood,5767483,55897,72008,22423,0.034,48106,43491,1380,241,24374,10940.0,33.4,0.10205,0.04102,0.126,0.05603,7393,468900
278,90303,Los Angeles,Inglewood,109613,63,Hawthorne; Inglewood,5767483,55897,72008,22423,0.034,48106,43491,1380,241,24374,10940.0,33.4,0.10205,0.04102,0.126,0.05603,7393,468900
279,90304,Los Angeles,Hawthorne,87107,95,Del Aire; Hawthorne; Inglewood; Lennox,4057536,49120,62376,17115,0.018,40000,44688,1497,120,25946,16560.0,30.2,0.084,0.019,0.183,0.058,6965,472600
280,90304,Los Angeles,Inglewood,109613,63,Del Aire; Hawthorne; Inglewood; Lennox,4057536,49120,62376,17115,0.018,40000,44688,1497,120,25946,16560.0,30.2,0.084,0.019,0.183,0.058,6965,472600
281,90305,Los Angeles,Inglewood,109613,63,Inglewood,5986290,80165,96471,39430,0.073,42133,51595,925,425,15042,6508.0,46.2,0.2059,0.125,0.08704,0.052,6121,537800
282,90401,Los Angeles,Santa Monica,91577,85,Santa Monica,2197992,82681,115568,76874,0.168,58393,18443,1181,774,7111,8376.0,37.2,0.396,0.303,0.053,0.085,5542,1079500
283,90402,Los Angeles,Los Angeles,3966936,1,Los Angeles; Santa Monica,5189908,154583,315026,133118,0.424,41391,136154,677,2121,11882,5930.0,48.6,0.365,0.407,0.02802,0.06,5953,2000001
284,90402,Los Angeles,Santa Monica,91577,85,Los Angeles; Santa Monica,5189908,154583,315026,133118,0.424,62339,136154,677,2121,11882,5930.0,48.6,0.365,0.407,0.02802,0.06,5953,2000001
285,90403,Los Angeles,Santa Monica,91577,85,Santa Monica,3697304,107420,149023,80707,0.2059,92625,46599,2014,2623,23902,16740.0,41.3,0.429,0.3171,0.026,0.043,14682,1246500
286,90404,Los Angeles,Santa Monica,91577,85,Santa Monica,5161108,78542,115409,51880,0.148,51875,38933,1858,1475,22929,11500.0,37.4,0.344,0.2041,0.06,0.058,10727,834400
287,90405,Los Angeles,Los Angeles,3966936,1,Los Angeles; Santa Monica,6852902,95674,136893,69542,0.1959,46466,60101,2236,2738,28156,10640.0,40.2,0.3992,0.279,0.061,0.047,15265,1460400
288,90405,Los Angeles,Santa Monica,91577,85,Los Angeles; Santa Monica,6852902,95674,136893,69542,0.1959,46466,60101,2236,2738,28156,10640.0,40.2,0.3992,0.279,0.061,0.047,15265,1460400
289,90501,Los Angeles,Los Angeles,3966936,1,Los Angeles; Torrance; West Carson,14659585,71712,90910,32116,0.09705,42660,64412,2587,1379,41975,7416.0,37.7,0.24,0.11,0.134,0.055,15676,645400
290,90501,Los Angeles,Torrance,145492,39,Los Angeles; Torrance; West Carson,14659585,71712,90910,32116,0.09705,42660,64412,2587,1379,41975,7416.0,37.7,0.24,0.11,0.134,0.055,15676,645400
291,90502,Los Angeles,Los Angeles,3966936,1,Los Angeles; West Carson,5789198,73826,98010,35092,0.069,41391,48919,831,411,17778,7950.0,42.7,0.286,0.07104,0.07104,0.043,6472,459900
292,90503,Los Angeles,Torrance,145492,39,Torrance,13740288,93063,117167,45099,0.1609,41016,58188,1955,2676,44605,8410.0,41.2,0.36,0.1859,0.05603,0.039,17767,798800
293,90504,Los Angeles,Torrance,145492,39,Alondra Park; Torrance,11527766,90210,109503,39641,0.123,29559,60888,1458,1441,33410,7508.0,41.4,0.311,0.111,0.05,0.04602,12411,633500
294,90505,Los Angeles,Torrance,145492,39,Rolling Hills Estates; Torrance,15005471,99764,126777,48929,0.163,64479,65938,1487,2281,37220,6424.0,41.9,0.356,0.21,0.036,0.034,14808,863300
295,90601,Los Angeles,Pico Rivera,63001,145,Avocado Heights; Industry; Pico Rivera; Rose Hills; West Whittier-Los Nietos; Whittier,29388812,76732,92842,33146,0.078,38457,57222,1516,856,32053,2824.0,39.0,0.1859,0.091,0.054,0.035,11327,550700
296,91103,Los Angeles,Pasadena,141258,40,Pasadena,13953465,71231,117660,38586,0.113,24167,46289,2000,960,27659,5136.0,38.2,0.1959,0.16,0.14,0.045,9137,716700
297,91104,Los Angeles,Pasadena,141258,40,Altadena; Pasadena,9856461,77919,109067,39342,0.156,50464,45405,2574,2055,37874,9950.0,40.5,0.257,0.188,0.094,0.043,13972,744000
298,90601,Los Angeles,Whittier,86090,96,Avocado Heights; Industry; Pico Rivera; Rose Hills; West Whittier-Los Nietos; Whittier,29388812,76732,92842,33146,0.078,47309,57222,1516,856,32053,2824.0,39.0,0.1859,0.091,0.054,0.035,11327,550700
299,90602,Los Angeles,Whittier,86090,96,Whittier,9610614,55216,76053,24103,0.047,52969,45893,1553,359,25581,6892.0,33.1,0.11,0.08203,0.122,0.04898,7963,548800
300,90603,Los Angeles,Whittier,86090,96,Whittier,8467667,103535,114683,36806,0.115,47309,53523,645,766,21584,6600.0,39.6,0.195,0.134,0.026,0.04,6901,607200
301,90604,Los Angeles,Whittier,86090,96,East Whittier; South Whittier; Whittier,11036442,74944,88568,27131,0.04602,67763,49247,1554,571,42911,10070.0,35.2,0.12396,0.065,0.043,0.048,12751,527200
302,90605,Los Angeles,Whittier,86090,96,Santa Fe Springs; South Whittier; Whittier,14637915,78297,96664,26572,0.069,47309,53958,1323,720,40192,7110.0,35.2,0.13,0.05603,0.08203,0.055,10808,474900
303,90606,Los Angeles,Pico Rivera,63001,145,Pico Rivera; Santa Fe Springs; West Whittier-Los Nietos; Whittier,9797755,74986,87102,25514,0.048,32132,48421,1171,435,32987,8720.0,36.8,0.111,0.04,0.072,0.04898,9138,444800
304,90606,Los Angeles,Whittier,86090,96,Pico Rivera; Santa Fe Springs; West Whittier-Los Nietos; Whittier,9797755,74986,87102,25514,0.048,32132,48421,1171,435,32987,8720.0,36.8,0.111,0.04,0.072,0.04898,9138,444800
305,90620,Orange,Buena Park,82489,103,Buena Park,16561790,91512,108143,32437,0.099,36397,60543,1212,1301,46414,7260.0,38.1,0.2329,0.07697,0.057,0.04602,13591,576700
306,90621,Orange,Buena Park,82489,103,Buena Park; Fullerton,10750249,67650,83953,25776,0.059,53152,47073,1692,612,35598,8580.0,35.7,0.221,0.078,0.115,0.06,10782,591500
307,90621,Orange,Fullerton,139611,42,Buena Park; Fullerton,10750249,67650,83953,25776,0.059,53152,47073,1692,612,35598,8580.0,35.7,0.221,0.078,0.115,0.06,10782,591500
308,90623,Los Angeles; Orange,Buena Park,82489,103,Buena Park; Cerritos; Cypress; La Palma,4700421,107480,127482,41132,0.167,44774,83285,410,807,15662,8630.0,43.7,0.3179,0.1589,0.029,0.04,4957,660200
309,90640,Los Angeles,Montebello,62742,147,Montebello; Pico Rivera; Rosemead,21990624,56009,73941,24031,0.04102,44783,39857,3989,768,62730,7388.0,36.1,0.144,0.054,0.114,0.07104,19951,492200
310,90640,Los Angeles,Pico Rivera,63001,145,Montebello; Pico Rivera; Rosemead,21990624,56009,73941,24031,0.04102,44783,39857,3989,768,62730,7388.0,36.1,0.144,0.054,0.114,0.07104,19951,492200
311,90650,Los Angeles,Norwalk,105304,69,Norwalk; Santa Fe Springs,25408341,70667,83461,23139,0.036,47794,47500,3596,977,105304,10740.0,34.9,0.141,0.04602,0.08203,0.058,28011,440800
312,90810,Los Angeles,Carson,92079,83,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,50136,38464,1711,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
313,90810,Los Angeles,Long Beach,466776,7,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,41443,38464,1711,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
314,90810,Los Angeles,Los Angeles,3966936,1,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,41391,38464,1711,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
315,90813,Los Angeles,Long Beach,466776,7,Long Beach; Los Angeles,8312277,38449,51358,16366,0.019,35712,21073,5277,322,58380,18190.0,30.1,0.095,0.03099,0.237,0.09,18309,393000
316,90813,Los Angeles,Los Angeles,3966936,1,Long Beach; Los Angeles,8312277,38449,51358,16366,0.019,35712,21073,5277,322,58380,18190.0,30.1,0.095,0.03099,0.237,0.09,18309,393000
317,90814,Los Angeles,Long Beach,466776,7,Long Beach,3508115,73391,94715,45630,0.094,59250,50658,1219,866,19685,14536.0,36.5,0.3179,0.203,0.068,0.026,9845,704800
318,90815,Los Angeles,Long Beach,466776,7,Long Beach,18441617,94559,119858,43577,0.148,41443,66234,1678,2151,41312,5800.0,37.8,0.3171,0.1859,0.038,0.045,14949,645100
319,91001,Los Angeles,Pasadena,141258,40,Altadena; Pasadena,21382417,101061,141230,49345,0.1991,172212,78044,1431,2522,37818,4580.0,44.3,0.223,0.216,0.048,0.057,13785,748100
320,91020,Los Angeles,Glendale,200232,24,Glendale; La Cañada Flintridge; La Crescenta-Montrose,1947727,67742,80793,34479,0.042,76135,28534,676,149,8633,11480.0,41.5,0.2471,0.138,0.10297,0.061,3762,615900
321,91040,Los Angeles,Los Angeles,3966936,1,Los Angeles,21245970,86594,105143,40008,0.101,41391,47346,1061,738,20049,2444.0,47.3,0.2471,0.10205,0.076,0.048,7709,579200
322,91042,Los Angeles,Los Angeles,3966936,1,Los Angeles,129204684,64532,82384,31572,0.069,41391,43860,2130,684,26966,540.5,44.0,0.167,0.10297,0.1,0.059,10775,556800
323,91101,Los Angeles,Pasadena,141258,40,Pasadena,3444752,70075,88213,45452,0.086,28393,20245,2707,920,21395,16090.0,34.9,0.315,0.302,0.116,0.034,12664,545200
324,91105,Los Angeles,Los Angeles,3966936,1,Los Angeles; Pasadena,9562008,131158,175410,77880,0.289,2499,107792,574,1590,12617,3418.0,47.9,0.333,0.36,0.024,0.042,6347,1159700
325,91105,Los Angeles,Pasadena,141258,40,Los Angeles; Pasadena,9562008,131158,175410,77880,0.289,2499,107792,574,1590,12617,3418.0,47.9,0.333,0.36,0.024,0.042,6347,1159700
326,91106,Los Angeles,Pasadena,141258,40,Pasadena,7628388,82211,116786,50160,0.12396,29792,58727,1900,1322,25543,8670.0,34.2,0.3179,0.2842,0.09296,0.05,12062,737600
327,91107,Los Angeles,Pasadena,141258,40,Altadena; East Pasadena; Pasadena; San Pasqual,21311991,102850,138128,54483,0.197,51254,73406,1372,2460,32503,3950.0,42.0,0.311,0.2379,0.038,0.036,13817,843700
328,91108,Los Angeles,Pasadena,141258,40,Pasadena; San Marino,9871076,165765,230810,80469,0.414,51254,147804,430,1897,13375,3510.0,47.4,0.38,0.396,0.057,0.02301,5118,2000001
329,91201,Los Angeles,Glendale,200232,24,Glendale,6097692,60101,92158,34468,0.109,28864,28676,2120,905,23281,9890.0,42.4,0.1991,0.129,0.09,0.07697,8631,795200
330,91202,Los Angeles,Glendale,200232,24,Glendale,5308490,75703,101777,40606,0.104,70500,42576,1677,922,23345,11390.0,43.8,0.278,0.173,0.06198,0.072,9389,767500
331,91203,Los Angeles,Glendale,200232,24,Glendale,2119995,61071,81107,33570,0.07,56458,19620,1505,429,15410,18830.0,37.5,0.257,0.116,0.122,0.065,6528,514900
332,91204,Los Angeles,Glendale,200232,24,Glendale,2911117,49122,69009,25800,0.042,82734,21304,1882,273,18723,16660.0,37.6,0.213,0.065,0.2059,0.09705,6848,500500
333,91205,Los Angeles,Glendale,200232,24,Glendale,4897493,44835,66305,26661,0.047,50931,19554,4523,671,37638,19900.0,41.6,0.221,0.122,0.144,0.073,15271,585100
334,91206,Los Angeles,Glendale,200232,24,Glendale,15235310,70141,95022,37939,0.099,52880,33996,3015,1320,34739,5904.0,41.8,0.27,0.1489,0.108,0.06,14226,781300
335,91207,Los Angeles,Glendale,200232,24,Glendale,11773778,85956,138383,52888,0.195,155189,37938,620,797,11031,2426.0,46.1,0.291,0.213,0.029,0.045,4313,1021600
336,91701,San Bernardino,Rancho Cucamonga,176379,27,Rancho Cucamonga,18873313,100923,115323,39185,0.113,49071,61218,1341,1482,39461,5416.0,41.5,0.2141,0.1321,0.03099,0.04102,13522,522800
337,91709,San Bernardino,Chino Hills,80701,106,Chino Hills,88536481,106347,123380,39607,0.156,66458,70280,2013,3936,80701,2360.0,38.0,0.31,0.156,0.04398,0.04898,26565,622300
338,91710,San Bernardino,Chino,89631,92,Chino,55764058,81892,98145,25913,0.08295,60777,55136,2937,1894,91773,4264.0,37.8,0.16,0.06604,0.08203,0.054,24283,458700
339,91723,Los Angeles,West Covina,106589,66,Covina; West Covina,6015594,64422,81418,28527,0.045,33299,39646,1064,281,18521,7976.0,36.6,0.151,0.069,0.084,0.053,6499,496100
340,91730,San Bernardino,Rancho Cucamonga,176379,27,Rancho Cucamonga,37514468,72995,84439,28952,0.05,47292,46500,3429,1204,72407,5000.0,33.3,0.183,0.106,0.1,0.07104,25297,407000
341,91731,Los Angeles,El Monte,115517,53,El Monte,9881410,42293,56416,16913,0.01401,44792,30793,2467,119,30222,7920.0,34.8,0.096,0.02199,0.193,0.08,8805,450300
342,91732,Los Angeles,El Monte,115517,53,Arcadia; El Monte; Industry,11956829,51268,67194,18709,0.025,46520,41604,3291,397,62905,13624.0,36.0,0.111,0.02301,0.1421,0.055,16558,465200
343,91733,Los Angeles,El Monte,115517,53,El Monte; Rosemead; South El Monte; Whittier,17297648,50691,63393,17133,0.017,36375,34458,2592,191,45365,6790.0,34.7,0.074,0.026,0.173,0.059,11404,435700
344,91733,Los Angeles,Whittier,86090,96,El Monte; Rosemead; South El Monte; Whittier,17297648,50691,63393,17133,0.017,36375,34458,2592,191,45365,6790.0,34.7,0.074,0.026,0.173,0.059,11404,435700
345,91737,San Bernardino,Rancho Cucamonga,176379,27,Rancho Cucamonga,21698700,106603,125416,40922,0.152,49071,74741,790,1216,25154,3002.0,40.3,0.231,0.139,0.054,0.04898,8243,619900
346,91739,San Bernardino,Rancho Cucamonga,176379,27,Rancho Cucamonga,76135101,112790,140150,42027,0.195,83292,103222,946,2270,39875,1356.0,35.1,0.258,0.2059,0.034,0.04102,12362,612000
347,91915,San Diego,San Diego,1409573,2,Chula Vista; San Diego,19709965,115435,127744,35208,0.147,78295,93044,461,1287,33485,4400.0,33.4,0.313,0.122,0.052,0.072,9338,555700
348,91746,Los Angeles,Baldwin Park,75892,117,Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley,14425427,70825,81946,20406,0.03,61250,53452,906,200,29709,5336.0,35.9,0.09796,0.034,0.1,0.07697,6855,443700
349,91750,Los Angeles,Pomona,152209,37,La Verne; Pomona; San Dimas,65371493,89360,114896,41840,0.131,33015,65423,1663,1589,34129,1352.0,44.9,0.225,0.155,0.05,0.07104,12613,595700
350,91752,Riverside,Eastvale,62046,148,Eastvale; Jurupa Valley; Norco,39081687,85296,103450,27917,0.09204,30444,48317,975,813,35694,2366.0,34.2,0.13,0.06,0.08795,0.07,9166,455000
351,91752,Riverside,Jurupa Valley,105653,68,Eastvale; Jurupa Valley; Norco,39081687,85296,103450,27917,0.09204,38323,48317,975,813,35694,2366.0,34.2,0.13,0.06,0.08795,0.07,9166,455000
352,91761,San Bernardino,Ontario,176760,26,Ontario,75482211,74072,83817,24931,0.035,42738,53299,2211,610,61425,2108.0,33.1,0.134,0.04898,0.101,0.06198,17988,394000
353,91762,San Bernardino,Ontario,176760,26,Montclair; Ontario,35352716,60293,75454,22896,0.03099,36875,45400,2990,546,61718,4520.0,32.6,0.12,0.043,0.108,0.068,18597,380600
354,91764,San Bernardino,Ontario,176760,26,Ontario,20796440,61501,72758,22328,0.02301,31912,53077,2769,383,56677,7060.0,31.6,0.117,0.04398,0.141,0.067,17174,353600
355,91765,Los Angeles,Pomona,152209,37,Diamond Bar; Industry; Pomona,49001686,100480,121124,40707,0.147,47500,67784,1505,2224,46593,2462.0,42.8,0.36,0.2,0.048,0.05603,15689,668600
356,91766,Los Angeles; San Bernardino,Pomona,152209,37,Pomona,26334891,59819,77007,20685,0.05,41127,49125,2916,902,72348,7116.0,31.5,0.1329,0.045,0.138,0.058,18714,399600
357,91768,Los Angeles,Pomona,152209,37,Pomona; San Dimas; Walnut,22412984,56002,71836,18346,0.027,36506,44157,1375,220,35191,4066.0,29.2,0.11,0.035,0.141,0.096,8358,385900
358,91780,Los Angeles,El Monte,115517,53,East San Gabriel; El Monte; North El Monte; Temple City,9910651,75672,94944,31958,0.09,42562,51284,1711,1019,35133,9180.0,42.7,0.272,0.122,0.08795,0.03302,11954,706300
359,91784,San Bernardino,Rancho Cucamonga,176379,27,Rancho Cucamonga; San Antonio Heights; Upland,23598843,130421,155319,54441,0.2109,16630,88967,583,1905,26090,2864.0,46.5,0.276,0.19,0.03302,0.027,9235,636700
360,91784,San Bernardino,Upland,76596,116,Rancho Cucamonga; San Antonio Heights; Upland,23598843,130421,155319,54441,0.2109,16630,88967,583,1905,26090,2864.0,46.5,0.276,0.19,0.03302,0.027,9235,636700
361,91786,San Bernardino,Upland,76596,116,Upland,23184079,61898,74702,27601,0.037,36414,50264,3388,712,53697,6000.0,34.8,0.1691,0.084,0.115,0.05603,19783,437900
362,91789,Los Angeles,Pomona,152209,37,Diamond Bar; Industry; Pomona; Rowland Heights; Walnut,40489677,101841,125549,39479,0.17,38379,86076,1343,2275,44440,2842.0,44.3,0.364,0.146,0.05,0.048,14007,734900
363,91790,Los Angeles,West Covina,106589,66,Valinda; West Covina,14950676,82128,98317,28287,0.09296,29961,63906,1236,1143,45444,7870.0,37.5,0.17,0.061,0.04898,0.052,12717,514800
364,91791,Los Angeles,West Covina,106589,66,Valinda; West Covina,17183698,84530,102623,32571,0.1,45263,50313,1602,1012,33397,5030.0,39.5,0.2241,0.101,0.05,0.04602,10458,606100
365,91792,Los Angeles,West Covina,106589,66,South San Jose Hills; West Covina,9951065,82954,93202,28795,0.053,24674,61118,1218,452,29619,7708.0,38.3,0.267,0.075,0.072,0.075,8913,492800
366,91801,Los Angeles,Alhambra,84647,99,Alhambra,11286776,60519,85655,32971,0.074,45536,34099,4418,1480,54768,12570.0,40.3,0.252,0.12396,0.09705,0.045,21501,611900
367,91803,Los Angeles,Alhambra,84647,99,Alhambra,8459237,63264,85770,29494,0.068,26811,45174,1814,655,29567,9060.0,42.3,0.205,0.105,0.091,0.042,10156,613800
368,91902,San Diego,Chula Vista,268920,15,Bonita; Chula Vista; La Presa; National City,22597019,102617,122864,41227,0.135,50696,90593,550,811,18896,2166.0,41.7,0.2379,0.18,0.029,0.07104,6447,662900
369,91910,San Diego,Chula Vista,268920,15,Bonita; Chula Vista,31687973,65847,85161,30011,0.058,42188,49425,4484,1447,74855,6120.0,37.8,0.177,0.07697,0.1,0.094,28165,476700
370,91911,San Diego,Chula Vista,268920,15,Chula Vista; San Diego,30473952,61748,75194,24054,0.035,49457,41614,4161,868,84026,7140.0,35.7,0.11896,0.048,0.10706,0.122,26863,427200
371,91911,San Diego,San Diego,1409573,2,Chula Vista; San Diego,30473952,61748,75194,24054,0.035,49457,41614,4161,868,84026,7140.0,35.7,0.11896,0.048,0.10706,0.122,26863,427200
372,91913,San Diego,Chula Vista,268920,15,Chula Vista,26418433,103127,128633,37406,0.125,39519,71786,1122,1902,54114,5304.0,33.9,0.278,0.1279,0.04102,0.07,16166,524200
373,91914,San Diego,Chula Vista,268920,15,Chula Vista,16300574,131563,142541,39164,0.21,50696,96576,276,972,17379,2762.0,36.1,0.293,0.175,0.03099,0.03198,4780,665800
374,91915,San Diego,Chula Vista,268920,15,Chula Vista; San Diego,19709965,115435,127744,35208,0.147,78295,93044,461,1287,33485,4400.0,33.4,0.313,0.122,0.052,0.072,9338,555700
375,91942,San Diego,San Diego,1409573,2,La Mesa; San Diego,15175163,64090,79657,34063,0.05,43321,41814,3077,810,40151,6852.0,35.8,0.234,0.144,0.079,0.06198,17259,495000
376,91950,San Diego,Chula Vista,268920,15,Chula Vista; National City,19716616,46708,63557,21781,0.03198,34300,38832,4381,542,62859,8260.0,34.3,0.105,0.034,0.157,0.068,17978,400300
377,92003,San Diego,Oceanside,175622,28,Bonsall; Oceanside,44960330,80844,109446,39039,0.086,48302,79036,215,156,5160,297.2,45.1,0.255,0.141,0.026,0.075,1992,637400
378,92007,San Diego,Encinitas,62780,146,Encinitas,6351601,111901,152183,63351,0.2471,68388,67000,495,1142,11417,4656.0,45.3,0.3408,0.267,0.042,0.03198,4957,1076000
379,92008,San Diego,Carlsbad,114253,55,Carlsbad,26692428,84671,119460,51171,0.165,50789,68053,1208,1863,27151,2634.0,42.1,0.309,0.232,0.03302,0.053,13247,808000
380,92009,San Diego,Carlsbad,114253,55,Carlsbad; Encinitas; San Marcos,32962715,138078,179020,64650,0.309,53115,86806,813,5120,46612,3662.0,42.8,0.364,0.269,0.027,0.04898,17385,870400
381,92009,San Diego,Encinitas,62780,146,Carlsbad; Encinitas; San Marcos,32962715,138078,179020,64650,0.309,68388,86806,813,5120,46612,3662.0,42.8,0.364,0.269,0.027,0.04898,17385,870400
382,92009,San Diego,San Marcos,95355,79,Carlsbad; Encinitas; San Marcos,32962715,138078,179020,64650,0.309,50054,86806,813,5120,46612,3662.0,42.8,0.364,0.269,0.027,0.04898,17385,870400
383,92010,San Diego,Carlsbad,114253,55,Carlsbad,21072913,102004,118767,46326,0.167,48553,61808,770,1040,16346,2009.0,41.3,0.312,0.207,0.08795,0.055,6668,678800
384,92011,San Diego,Carlsbad,114253,55,Carlsbad,17612343,116382,158926,62824,0.2542,53115,73060,786,2391,24144,3550.0,44.5,0.35,0.288,0.026,0.039,10585,818200
385,92014,San Diego,San Diego,1409573,2,Del Mar; San Diego; Solana Beach,15654938,155531,229457,98539,0.417,46902,146167,331,2399,13568,2244.0,49.2,0.353,0.414,0.007004,0.04,6828,1509800
386,92019,San Diego,El Cajon,103186,72,Alpine; Casa de Oro-Mount Helix; Crest; El Cajon; Granite Hills; Harbison Canyon; Jamul; Rancho San Diego,71819687,86741,110384,38693,0.1321,31990,68855,1772,1919,43272,1560.0,39.8,0.2141,0.123,0.08,0.05603,15449,520100
387,92020,San Diego,El Cajon,103186,72,Bostonia; Casa de Oro-Mount Helix; El Cajon; Rancho San Diego,28862289,59151,81094,27719,0.068,44947,52760,3857,1302,59743,5360.0,35.1,0.1539,0.08,0.1371,0.084,19965,526600
388,92021,San Diego,El Cajon,103186,72,Bostonia; Crest; El Cajon; Granite Hills; Harbison Canyon; Lakeside; Winter Gardens,76997639,58414,77609,26388,0.052,42125,47412,4471,1170,70148,2360.0,34.7,0.1329,0.05103,0.141,0.07104,23340,418400
389,92024,San Diego,Carlsbad,114253,55,Carlsbad; Encinitas,43870214,116616,166542,66006,0.258,76034,72663,2083,5116,51381,3034.0,43.1,0.36,0.262,0.04102,0.039,21455,931400
390,92024,San Diego,Encinitas,62780,146,Carlsbad; Encinitas,43870214,116616,166542,66006,0.258,76034,72663,2083,5116,51381,3034.0,43.1,0.36,0.262,0.04102,0.039,21455,931400
391,92025,San Diego,Escondido,151300,38,Escondido; Poway; San Diego,57270361,58273,83601,26859,0.073,41776,46827,3050,1161,52985,2396.0,33.0,0.1609,0.08795,0.168,0.05,16552,499400
392,92025,San Diego,San Diego,1409573,2,Escondido; Poway; San Diego,57270361,58273,83601,26859,0.073,41776,46827,3050,1161,52985,2396.0,33.0,0.1609,0.08795,0.168,0.05,16552,499400
393,92026,San Diego,Escondido,151300,38,Bonsall; Escondido; Hidden Meadows,96393325,75868,93755,33163,0.089,31890,51310,2393,1506,50321,1352.0,36.5,0.1959,0.108,0.069,0.04898,17995,482500
394,92027,San Diego,Escondido,151300,38,Escondido; San Diego; Valley Center,163364740,65989,85284,26803,0.04398,37663,47755,2513,724,56788,900.5,34.3,0.135,0.065,0.08,0.05,17158,440100
395,92027,San Diego,San Diego,1409573,2,Escondido; San Diego; Valley Center,163364740,65989,85284,26803,0.04398,37663,47755,2513,724,56788,900.5,34.3,0.135,0.065,0.08,0.05,17158,440100
396,92028,Riverside; San Diego,Temecula,113381,56,Fallbrook; Rainbow; Temecula,244464399,74708,99202,35010,0.095,39150,73486,2120,1547,48173,510.5,40.1,0.2041,0.113,0.08795,0.04602,17511,564800
397,92029,San Diego,Escondido,151300,38,Escondido; San Diego; San Marcos,61216824,95273,126747,47699,0.18,72321,77759,613,1261,19382,820.0,45.1,0.2471,0.187,0.024,0.019,7390,639400
398,92029,San Diego,San Diego,1409573,2,Escondido; San Diego; San Marcos,61216824,95273,126747,47699,0.18,72321,77759,613,1261,19382,820.0,45.1,0.2471,0.187,0.024,0.019,7390,639400
399,92029,San Diego,San Marcos,95355,79,Escondido; San Diego; San Marcos,61216824,95273,126747,47699,0.18,72321,77759,613,1261,19382,820.0,45.1,0.2471,0.187,0.024,0.019,7390,639400
400,92037,San Diego,San Diego,1409573,2,San Diego,33842473,109194,191008,84425,0.285,17321,104500,1917,4744,38168,2920.0,45.3,0.327,0.423,0.043,0.04102,20082,1562100
401,92054,San Diego,Oceanside,175622,28,Oceanside,30979947,63404,85789,33243,0.07,54435,46622,2421,1082,41807,3496.0,34.6,0.222,0.09705,0.068,0.065,17864,598000
402,92056,San Diego,Carlsbad,114253,55,Carlsbad; Oceanside; Vista,32241027,81583,98478,37383,0.091,60875,52957,2376,1720,52337,4204.0,39.9,0.221,0.118,0.04898,0.05103,20131,507500
403,92056,San Diego,Oceanside,175622,28,Carlsbad; Oceanside; Vista,32241027,81583,98478,37383,0.091,60875,52957,2376,1720,52337,4204.0,39.9,0.221,0.118,0.04898,0.05103,20131,507500
404,92056,San Diego,Vista,100686,75,Carlsbad; Oceanside; Vista,32241027,81583,98478,37383,0.091,60875,52957,2376,1720,52337,4204.0,39.9,0.221,0.118,0.04898,0.05103,20131,507500
405,92057,San Diego,Oceanside,175622,28,Oceanside,39070099,75687,96228,32599,0.08704,52439,52579,2352,1697,60414,4004.0,37.9,0.2009,0.099,0.057,0.06396,20398,460600
406,92058,San Diego,Oceanside,175622,28,Camp Pendleton North; Camp Pendleton South; Oceanside,72756132,52591,68302,22760,0.02301,38841,39250,2141,329,46029,1639.0,25.3,0.19,0.078,0.10205,0.067,15178,420800
