name,county_name,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
94566,Alameda,Pleasanton; Sunol,50838022,161204,202312,73909,38.2%,43000,169780,198353,71577,16475,1411,1263,1245,1438,2317,2504,6297,45893,2338.1,44.2,33.8%,30.0%,3.3%,2.9%,17296,1070900
94568,Alameda,Dublin; Pleasanton,39597841,146103,175027,60320,31.7%,75833,160940,149583,72703,18660,1009,1374,1237,1774,4353,3007,5906,55608,3637.2,36.7,38.0%,27.1%,2.9%,3.6%,19392,847400
94577,Alameda,San Leandro,21103266,78444,102598,38576,12.1%,61750,87702,88196,52126,17132,2135,3340,2739,1879,3116,1850,2073,47682,5852.0,41.4,22.9%,11.8%,6.2%,5.3%,17946,609300
94578,Alameda,Ashland; Castro Valley; San Leandro,11624988,66450,85063,31265,5.6%,45982,67660,73634,49457,14502,2231,3438,2398,1977,2508,1142,808,41865,9327.3,35.2,18.6%,6.9%,9.4%,7.0%,15174,545000
94583,Contra Costa,Norris Canyon; San Ramon,38687609,152656,177617,61835,33.1%,108625,163627,175457,71625,12096,661,907,972,1145,2181,2231,3999,35231,2358.6,40.8,39.1%,26.1%,3.1%,3.5%,12817,890500
94587,Alameda,Hayward; Union City,51076950,114681,133752,41447,20.6%,142750,125125,133963,70687,21852,1545,2241,2754,2986,4311,3524,4491,74722,3789.0,38.4,25.7%,14.6%,3.0%,3.4%,22903,765500
94588,Alameda; Contra Costa,Hayward; Pleasanton; Sunol,82377390,153429,182833,64987,34.0%,108594,161109,185977,87955,13032,873,772,864,1320,2474,2304,4425,37253,1171.3,40.7,37.2%,29.4%,2.6%,3.4%,13505,928800
94589,Napa; Solano,American Canyon; Vallejo,29767360,68494,82146,26895,4.0%,32359,66120,74838,50946,9785,1386,2239,1906,1306,1911,647,390,31536,2743.9,36.4,16.2%,4.8%,9.7%,11.2%,10187,329300
94590,Solano,Vallejo,15388417,53275,66227,27200,3.3%,37188,53452,63579,39292,14589,3501,3427,2862,1908,1870,545,476,37280,6274.5,37.3,14.3%,6.9%,17.0%,8.6%,15962,308700
94591,Solano,Benicia; Fairfield; Vallejo,56224527,85311,102686,36063,10.5%,47232,78373,100765,68226,18557,2206,2992,3078,2727,3484,2130,1940,55157,2540.8,40.8,22.2%,7.8%,5.2%,6.8%,19440,427000
94597,Contra Costa,Acalanes Ridge; Contra Costa Centre; Walnut Creek,10127256,111750,134022,62222,22.0%,64904,128897,132262,60379,10497,1223,1143,1374,1148,1725,1576,2308,23108,5909.7,39.0,38.1%,27.6%,3.7%,3.7%,10684,769300
94598,Contra Costa,Contra Costa Centre; North Gate; Shell Ridge; Walnut Creek,39420282,154125,190564,72150,37.4%,70286,165353,199727,96250,10358,623,780,938,1041,1601,1497,3878,27831,1828.6,45.1,37.7%,33.9%,2.3%,3.8%,10874,951700
94601,Alameda,Alameda; Oakland,8410567,50122,69923,22267,4.5%,46286,50638,54318,44728,15536,3900,3849,2478,1898,1961,753,697,53039,16333.1,33.3,15.3%,6.8%,23.9%,8.1%,16606,480000
94605,Alameda,Oakland,23195148,72778,97157,38513,10.6%,61424,76408,82069,55591,16446,3204,2871,2308,2141,2839,1345,1738,43399,4846.0,38.5,19.9%,15.5%,10.4%,6.9%,17361,596000
94606,Alameda,Alameda; Oakland,5924351,56129,77272,32420,6.1%,40952,73433,51572,28575,15260,3650,3039,2600,1696,2187,1160,928,38220,16708.9,36.6,24.1%,12.6%,15.9%,7.4%,16487,548600
94607,Alameda,Oakland,15259815,55054,91003,41579,12.5%,65192,96886,48214,19410,11503,3585,1819,1366,816,1581,895,1441,26823,4552.6,35.8,28.6%,14.5%,23.5%,7.4%,12713,581800
94608,Alameda,Emeryville; Oakland,7068581,87517,111552,53855,16.5%,59375,106250,89053,34232,14368,2494,2157,1666,1611,2696,1371,2373,31013,11363.4,35.5,37.0%,22.4%,10.5%,4.6%,15501,602200
94609,Alameda,Oakland,4424434,86750,116170,50970,15.1%,73913,101765,87689,31129,9915,1645,1461,1006,1407,1965,935,1496,23726,13888.8,34.6,33.2%,24.4%,9.7%,4.2%,10546,832700
94610,Alameda,Oakland; Piedmont,5651463,100717,142364,69544,20.0%,101250,111121,106801,71586,15211,1706,1957,1821,2069,2777,1845,3036,31936,14635.8,39.2,37.7%,32.4%,3.8%,3.6%,16184,1021400
94611,Alameda; Contra Costa,Oakland; Piedmont,27357586,129576,181251,81936,31.7%,80625,143476,162833,83958,17257,2113,1681,1696,1601,2466,2231,5469,38975,3689.8,44.9,37.2%,36.8%,1.8%,3.3%,17841,1109200
94612,Alameda,Oakland,2214199,55291,92693,53878,13.3%,107679,89841,50028,15303,8750,2793,1310,995,918,1002,571,1161,15785,18464.0,37.0,29.2%,24.7%,15.6%,6.3%,9356,725600
94619,Alameda,Oakland,40438412,94490,127507,49668,18.4%,38750,105511,110724,85216,9095,1024,1190,1507,1055,1338,1310,1671,24112,1544.3,40.7,26.7%,23.6%,6.0%,4.9%,9760,718200
94621,Alameda,Alameda; Oakland,20137705,42563,59349,18047,2.1%,16596,49104,46448,25625,9685,3389,1992,1616,1148,1049,287,204,35035,4506.0,29.9,7.5%,3.0%,25.2%,8.0%,10541,353500
94702,Alameda,Berkeley,3299645,82076,109231,50356,14.6%,53333,112537,91939,46683,7499,1449,1096,996,615,1393,857,1093,16860,13233.9,39.8,33.6%,30.4%,4.3%,4.4%,8022,851400
94703,Alameda,Berkeley,3460984,83074,120199,50332,16.2%,58219,99708,97000,61130,8674,1441,1327,1204,839,1365,1094,1404,21697,16236.7,34.5,34.0%,36.5%,4.6%,5.5%,9429,917500
94704,Alameda,Berkeley; Oakland,2765001,38125,66363,20911,7.7%,15258,58194,68111,47440,8251,3252,1569,1027,554,769,441,639,29597,27723.6,21.8,37.2%,31.2%,11.7%,7.4%,9068,804000
94705,Alameda,Berkeley; Oakland,8560734,125104,197179,86202,32.1%,48295,116813,167039,104783,5787,669,707,567,466,822,701,1855,13527,4092.5,43.2,34.9%,47.6%,1.0%,3.7%,6097,1235900
94706,Alameda,Albany; Berkeley,3824972,100461,133068,50912,22.2%,52417,97043,122578,84342,7981,879,1075,1003,1016,1222,1011,1775,21218,14367.3,36.6,32.8%,40.8%,6.2%,3.3%,8394,884300
94709,Alameda,Berkeley,1522494,71859,107788,46818,14.0%,25805,83984,92778,85150,4984,903,921,733,531,776,420,700,11951,20330.4,28.8,38.7%,45.9%,2.1%,4.9%,5334,982100
94710,Alameda,Albany; Berkeley,5575204,81907,108956,44935,13.7%,48906,91591,84559,54375,3103,548,523,346,419,508,334,425,7893,3666.7,35.5,29.5%,27.0%,7.3%,6.9%,3315,849300
94801,Contra Costa,North Richmond; Pinole; Richmond,29012858,56582,78287,24742,5.8%,61750,54587,68594,47700,9335,1621,2291,1782,1309,1267,524,541,31210,2786.1,32.8,11.5%,6.6%,16.8%,7.2%,10374,379900
94803,Contra Costa,El Sobrante; Pinole; Richmond; San Pablo,30243723,89851,113991,41737,10.2%,30104,96617,105504,66383,9114,883,1338,1277,1574,1872,1236,934,25893,2217.4,44.0,26.3%,12.7%,4.8%,5.0%,9778,534000
94804,Contra Costa,Richmond,16026103,59089,76416,28337,5.6%,41818,58587,65334,48447,14392,3059,3107,2439,2162,1893,932,800,40931,6614.9,34.0,17.2%,10.3%,15.9%,7.2%,15179,436900
94806,Contra Costa,Bayview; Montalvin Manor; Pinole; Richmond; Rollingwood; San Pablo; Tara Hills,21585019,64403,79324,26080,3.6%,38661,62396,75917,47004,19943,3112,4416,3808,3175,3317,1392,723,64286,7713.7,35.3,13.3%,5.1%,10.0%,5.7%,21291,402800
94901,Marin,Larkspur; San Rafael; Santa Venetia,34090973,90440,140675,54765,23.1%,51465,86642,118834,78458,15990,2136,2747,2055,1477,2389,1500,3686,41713,3169.1,39.2,29.5%,19.6%,8.0%,3.4%,16758,1020200
94903,Marin,Lucas Valley-Marinwood; San Rafael; Santa Venetia; Sleepy Hollow,51902086,105783,143879,59311,22.4%,95638,158333,128901,70208,12348,1453,1410,1596,1372,2054,1697,2766,30427,1518.4,47.1,33.6%,25.0%,2.3%,5.1%,12728,855800
94928,Sonoma,Cotati; Rohnert Park,19951655,71824,89159,33950,6.2%,34897,74248,89789,54651,16393,2107,3287,3146,2597,2978,1254,1024,44323,5753.7,34.6,20.5%,8.9%,5.4%,2.7%,17041,455900
94949,Marin,Novato,38502531,93580,135940,56026,19.4%,101905,146223,101667,66951,7533,779,1095,1174,979,1206,838,1462,18695,1257.6,46.6,30.7%,18.8%,3.0%,5.1%,8096,800400
94952,Marin; Sonoma,Bloomfield; Petaluma; Valley Ford,466866648,88848,127703,50839,15.6%,93516,98238,102908,64583,13786,1645,2026,2212,1747,2558,1442,2156,35503,197.0,43.5,26.6%,16.9%,4.5%,4.1%,14383,776600
94954,Sonoma,Petaluma,160563836,93849,115304,42400,13.7%,56914,122771,116198,55289,13781,1498,1893,1884,2039,2736,1839,1892,38763,625.3,40.5,24.2%,11.2%,3.9%,3.8%,14145,606200
94965,Marin,Belvedere; Marin City; Muir Beach; Sausalito,34983404,105391,176172,92584,27.3%,35707,121625,108378,86055,5950,705,873,707,600,830,609,1626,11394,843.6,51.5,32.9%,30.2%,5.3%,2.9%,6364,1206900
95008,Santa Clara,Campbell; San Jose,16762270,122947,155075,61045,25.4%,69135,135339,150357,44200,17878,1670,2000,1694,2205,3197,2573,4539,46352,7162.0,39.0,32.4%,20.8%,3.4%,2.3%,19447,1081300
95019,Santa Cruz,Freedom; Watsonville,3144666,47025,59071,17776,2.5%,41477,60303,59271,18966,2089,795,259,430,200,307,45,53,7368,6068.4,33.9,4.8%,2.0%,14.1%,13.0%,2106,453900
95020,Santa Clara,Gilroy; San Martin,404073121,102741,126454,37410,18.2%,77436,97457,120349,76667,18592,1665,2725,2401,2251,3735,2427,3388,64833,415.6,35.7,18.1%,9.3%,6.4%,5.5%,19478,698500
95023,San Benito; Santa Clara,Hollister; Ridgemark; Tres Pinos,1067524258,86337,104843,32033,9.9%,62813,85295,101651,73405,15752,1499,2667,2533,2215,3593,1681,1564,53423,129.6,35.0,12.7%,5.7%,6.9%,7.3%,16448,534600
95035,Santa Clara,Milpitas,60562911,132236,154546,47669,28.3%,76146,160412,133261,72950,23660,2053,2082,2203,2400,4633,3604,6685,79655,3406.5,36.3,30.5%,20.1%,4.3%,3.7%,24703,859600
95037,Santa Clara,Morgan Hill; San Jose,631163707,125057,159248,54146,27.1%,71603,124426,153981,76308,17297,1245,2062,1837,2083,3088,2303,4679,51994,213.4,40.0,28.2%,14.9%,3.2%,3.9%,17771,880100
95050,Santa Clara,San Jose; Santa Clara,13660881,96872,122969,46251,17.8%,40179,117538,106663,51220,14112,1656,2090,1652,1941,2426,1834,2513,38699,7337.0,34.1,28.0%,20.9%,6.0%,3.6%,14886,985500
95051,Santa Clara,Cupertino; Santa Clara,17232981,134230,160714,59337,28.0%,85074,147284,155719,61466,21679,1324,2353,2380,1924,4196,3442,6060,59851,8995.2,35.3,31.8%,31.9%,1.5%,3.6%,22960,1075600
95060,Santa Cruz,Bonny Doon; Felton; Paradise Park; Pasatiempo; Santa Cruz; Scotts Valley,175661821,78344,113900,46170,16.7%,17537,89771,105116,71250,18913,4189,2857,2081,2153,2637,1832,3164,47801,704.8,36.3,29.3%,25.5%,7.4%,6.5%,20851,890000
95062,Santa Cruz,Capitola; Live Oak; Pleasure Point; Santa Cruz; Twin Lakes,13075038,79233,106666,44352,12.3%,26571,85212,93131,55633,14982,2620,2478,2086,1908,2489,1554,1847,36737,7277.1,40.1,23.9%,17.8%,7.5%,3.7%,16897,747400
95065,Santa Cruz,Live Oak; Santa Cruz,28981512,104464,139757,52445,23.3%,82222,147868,121875,59798,3220,276,336,500,417,594,348,749,8491,758.8,43.6,25.7%,20.9%,2.3%,2.1%,3346,893700
95076,Monterey; Santa Clara; Santa Cruz,Amesti; Aptos Hills-Larkin Valley; Corralitos; Day Valley; Elkhorn; Freedom; Interlaken; La Selva Beach; Las Lomas; Pajaro; Pajaro Dunes; Prunedale; Rio del Mar; Watsonville,353541074,66991,92772,26520,8.8%,31908,58877,82675,55404,23856,3596,4982,4429,3113,3823,1807,2106,86905,636.7,32.8,11.8%,7.5%,10.8%,7.5%,25677,559000
95110,Santa Clara,San Jose; Santa Clara,12096159,95829,124932,43039,16.5%,67232,118157,82007,63409,6547,814,975,791,815,1355,715,1082,19928,4266.9,32.4,21.1%,16.3%,9.6%,4.8%,6954,631500
95111,Santa Clara,San Jose,14045118,73093,96689,26761,9.9%,46800,82295,80767,45097,16169,2425,3155,2638,2441,2482,1430,1598,61830,11401.8,34.8,15.3%,5.0%,9.5%,5.1%,16481,569300
95112,Santa Clara,San Jose,18366928,66501,96923,34529,12.0%,34885,94312,70181,25992,20879,4708,3648,2921,2053,3163,1871,2515,62228,8775.0,30.8,23.4%,13.9%,10.0%,6.3%,22436,700200
95116,Santa Clara,San Jose,9300706,65667,84741,23061,6.8%,61000,71518,77926,27990,14227,2716,2841,2380,1855,2448,1015,972,55825,15545.7,32.6,12.5%,4.0%,9.8%,6.1%,14524,568900
95117,Santa Clara,Campbell; San Jose; Santa Clara,6649501,95726,133001,48809,19.2%,83611,106713,112212,49375,10821,1483,1430,1553,1251,1596,1430,2078,30369,11828.8,35.1,25.9%,17.4%,6.3%,4.6%,11544,1006000
95118,Santa Clara,San Jose,10563919,115306,148195,52197,24.9%,94500,161134,130368,56558,11147,1182,1115,1132,1293,1995,1656,2774,32421,7948.8,38.9,28.7%,22.0%,4.2%,3.9%,11639,952300
95121,Santa Clara,San Jose,11472964,106394,128274,35138,18.9%,37500,128519,117603,78333,9756,1037,1239,1088,1233,1987,1326,1846,37531,8472.5,40.5,22.4%,9.3%,7.6%,5.0%,9946,707000
95122,Santa Clara,San Jose,12315923,78734,98795,23830,9.2%,61827,83272,86214,54563,12664,1572,2266,2044,1779,2683,1157,1163,56121,11802.0,33.8,12.1%,4.0%,10.1%,5.6%,13130,594000
95123,Santa Clara,San Jose,21456017,117579,136396,47390,21.2%,53162,135972,124433,69433,23201,1817,2414,2912,2632,4710,3799,4917,68766,8300.8,37.4,29.2%,15.2%,3.7%,4.6%,24209,806300
95125,Santa Clara,Campbell; San Jose,20703047,118788,172754,69752,29.4%,32461,155625,148969,62347,21088,2086,2695,2472,1992,3106,2539,6198,53155,6649.8,41.4,31.6%,23.4%,2.6%,4.4%,21924,1077200
95126,Santa Clara,San Jose,8512339,99160,137171,58283,20.9%,76279,122457,105334,36114,15031,2114,1853,2181,1429,2570,1737,3147,36206,11016.1,34.3,28.8%,23.6%,5.7%,3.8%,15804,893900
95127,Santa Clara,Alum Rock; East Foothills; San Jose,33661844,98692,120413,31775,15.6%,49236,97045,117043,71285,16530,1468,2061,2682,2166,3416,2156,2581,66256,5097.8,35.7,15.6%,7.5%,5.1%,5.0%,17056,692000
95128,Santa Clara,Burbank; Campbell; Fruitdale; San Jose,10103247,93455,127726,49094,19.8%,55893,98109,114375,63279,13778,1714,1774,2011,1838,2142,1569,2730,36975,9478.6,36.7,26.5%,17.0%,5.5%,2.6%,14828,909300
95130,Santa Clara,San Jose,4011047,127772,162460,57954,31.2%,51563,150313,150085,66442,5135,475,664,511,551,681,649,1604,14660,9466.2,39.0,31.4%,27.9%,2.0%,3.1%,5319,1216700
95131,Santa Clara,San Jose,15108208,126757,154356,49657,27.0%,57684,163571,132063,66570,9700,882,859,912,1178,1758,1495,2616,31236,5354.8,36.8,30.1%,24.6%,4.3%,5.0%,10080,827800
95133,Santa Clara,San Jose,8275846,86686,115768,37105,15.6%,57500,126302,91688,44092,8774,1626,1153,1239,701,1671,1019,1365,28565,8939.6,39.1,22.1%,14.2%,11.5%,7.1%,8953,746500
95134,Santa Clara,San Jose,26076143,150131,161765,70376,28.6%,103583,162538,128750,43875,12443,904,794,683,864,2967,2670,3561,29349,2915.1,30.6,30.4%,45.7%,3.7%,3.2%,13728,224600
95136,Santa Clara,San Jose,12072092,112074,138183,46997,21.3%,64531,119351,128464,71262,15700,1204,1537,2159,1940,3515,1995,3350,47476,10185.7,36.3,29.3%,16.1%,5.0%,3.9%,16163,798300
95148,Santa Clara,San Jose,24409621,138763,157665,41013,25.9%,87000,161320,144449,89597,12024,815,981,1143,1046,2511,2418,3110,48273,5122.0,40.3,27.4%,12.7%,5.2%,6.0%,12127,865000
95202,San Joaquin,Stockton,2791932,14822,28973,14840,0.8%,25169,21723,14937,12173,2926,2064,486,90,149,37,78,22,6066,5627.2,39.2,7.3%,3.7%,38.8%,12.5%,3888,216900
95203,San Joaquin,Stockton,15980383,44922,59761,22045,2.1%,16250,46464,52078,41563,5472,1580,1341,1208,472,583,174,114,15487,2510.0,34.4,9.8%,5.3%,19.8%,12.1%,6041,226400
95205,San Joaquin,August; Kennedy; Stockton,23535697,36444,49502,14808,1.4%,30828,34036,44476,32074,10702,3417,3600,1906,704,805,117,153,38350,4220.2,29.3,3.5%,1.3%,25.0%,10.5%,11565,161200
95206,San Joaquin,French Camp; Kennedy; Stockton; Taft Mosswood,375476627,50918,64253,18185,2.1%,39635,49977,57756,37691,17227,4185,4242,3549,2237,2028,625,361,64250,443.2,30.7,8.3%,2.1%,19.5%,9.7%,18421,236300
95207,San Joaquin,Lincoln Village; Stockton,18793641,49647,67726,24980,3.4%,43148,49056,54788,50536,18414,4334,4934,3464,2269,1914,865,634,52269,7203.3,32.6,13.1%,7.0%,14.5%,9.1%,19957,269600
95210,San Joaquin,Stockton,17147043,47142,61136,18867,2.4%,26100,42192,55542,41842,11929,3032,3237,2779,1172,1112,314,283,41509,6269.8,30.8,9.0%,2.0%,19.5%,12.1%,12529,219600
95212,San Joaquin,Morada; Stockton,55851983,95759,107104,27443,8.3%,102981,101068,95377,63566,7186,776,846,1234,1014,1763,954,599,29426,1364.6,33.6,19.1%,7.6%,5.9%,6.3%,7641,353300
95219,Contra Costa; San Joaquin,Stockton,146745266,83558,121023,45076,14.3%,34833,81651,95980,72169,10811,1137,1756,1851,1632,1963,921,1551,29270,516.6,37.3,23.0%,16.4%,5.7%,5.4%,11438,384500
95222,Calaveras,Angels; Vallecito,391338703,54508,77438,38121,4.6%,50987,66174,70297,50865,2339,565,441,501,181,268,276,107,5029,33.3,56.4,13.1%,9.3%,9.2%,7.0%,2980,368500
95237,San Joaquin,Lockeford,20680728,61042,78678,28113,7.6%,44688,47917,73036,59306,1269,234,336,184,152,194,72,97,3639,455.7,33.8,11.9%,5.5%,13.5%,7.3%,1285,354400
95240,San Joaquin,Lockeford; Lodi; Victor,214205961,50992,70505,24738,4.7%,39183,48361,59958,43515,16478,3542,4578,2890,1933,1946,809,780,48799,590.0,33.6,11.2%,4.3%,15.6%,8.5%,17618,296100
95252,Calaveras,Rancho Calaveras; Valley Springs; Wallace,317233676,79618,93026,32599,6.1%,66713,87059,102696,53879,5221,524,870,1103,905,1048,452,319,16262,132.8,47.4,8.2%,4.5%,2.7%,4.6%,5726,330000
95301,Merced,Atwater; McSwain,161469644,60958,81888,26072,5.6%,26891,56383,74893,48750,11999,2213,2831,2103,1673,1840,669,670,39186,628.5,33.2,11.6%,4.4%,16.1%,10.7%,12567,260800
95304,San Joaquin,Lathrop; Mountain House; Tracy,413068401,98088,134812,36676,15.4%,101369,101161,120521,40179,3756,549,536,427,444,714,506,580,14282,89.5,37.2,13.7%,4.3%,6.1%,6.4%,4158,578100
95307,Stanislaus,Ceres; Keyes; Monterey Park Tract; Parklawn,86765820,58827,70563,20129,2.6%,35850,62684,69174,32864,12589,2279,2893,2850,1891,1835,514,327,46283,1381.6,30.4,7.4%,1.7%,14.6%,11.6%,13024,266000
95317,Merced,El Nido,137230251,53807,81223,25628,3.5%,54583,46607,64583,1,341,36,123,74,45,31,20,12,1203,22.7,28.1,8.1%,1.1%,2.3%,6.6%,352,421100
95323,Stanislaus,Hickman,77373216,71667,77230,24948,4.1%,30625,51932,77000,76250,410,73,64,72,100,63,21,17,1299,43.5,35.1,12.6%,2.5%,9.1%,7.8%,438,354900
95326,Stanislaus,Ceres; Hughson; Keyes,71131595,79386,93734,33354,7.2%,85614,83259,98185,45863,3465,414,588,603,705,522,382,251,10147,369.5,35.6,15.1%,8.5%,7.5%,5.4%,3664,349400
95336,San Joaquin,Manteca; Stockton,99172472,64164,81347,27237,4.7%,62632,64543,78783,47321,15477,2375,3503,2915,2013,2667,1281,723,47855,1249.8,37.5,10.2%,3.9%,9.9%,9.2%,16194,360800
95337,San Joaquin,Manteca,117669006,83933,98932,31346,8.6%,52500,94199,88936,49922,12048,1660,1633,2070,1905,2481,1262,1037,39177,862.3,35.0,13.1%,6.4%,7.2%,6.9%,12603,418100
95338,Mariposa,Bear Valley; Bootjack; Hornitos; Mariposa; Midpines,881449215,52699,65449,28550,1.9%,23594,51818,62292,48594,4776,1159,1104,876,743,507,294,93,10827,31.8,51.0,16.2%,9.5%,11.7%,9.2%,5757,290200
95340,Merced,Bear Creek; Merced; Tuttle; University of California-Merced,102899941,55470,81933,28890,8.4%,30150,48411,62837,65198,11801,2811,2633,1853,1300,1426,789,989,35827,901.8,32.6,13.2%,11.4%,16.5%,15.9%,12654,272800
95341,Merced,McSwain; Merced; Tuttle,387402710,40802,63709,17303,4.0%,15243,36708,54076,37963,8492,2435,2498,1356,923,850,93,337,33090,221.2,27.8,6.3%,1.7%,30.8%,11.9%,8952,199700
95350,Stanislaus,Modesto,23058867,53604,70539,26834,3.1%,38438,60482,62669,42843,19832,4201,5138,3595,2578,2737,965,618,54210,6088.9,36.6,12.2%,5.2%,11.6%,8.2%,20726,265000
95351,Stanislaus,Airport; Bystrom; Ceres; Modesto; Rouse; West Modesto,23008787,41309,53103,15474,1.6%,31064,40229,49322,34214,13385,3814,3940,2632,1315,1172,303,209,48542,5464.1,29.4,6.0%,1.5%,22.3%,14.1%,14124,196300
95354,Stanislaus,Airport; Modesto,18897797,50226,65429,24216,2.2%,29375,53578,59502,37933,8890,2238,2193,1554,1122,1244,340,199,24923,3415.8,34.1,11.7%,3.8%,14.4%,11.9%,9461,256000
95355,Stanislaus,Modesto,24550547,66719,86686,32083,6.1%,41395,80820,78408,49336,21394,3091,4658,3962,2661,4016,1707,1299,59621,6289.8,39.3,15.1%,7.7%,8.0%,7.7%,22086,315700
95356,Stanislaus,Del Rio; Modesto; Salida,58854174,70699,98106,35250,8.7%,44583,73252,86843,53350,11477,1561,2359,2169,1462,2092,841,993,32622,1435.6,37.9,16.7%,9.7%,6.8%,5.8%,11861,341100
95358,Stanislaus,Bret Harte; Ceres; Cowan; Modesto; Parklawn; Riverdale Park; Salida; West Modesto,308249081,60987,77444,21993,4.9%,64920,52540,72417,55396,8781,1538,2023,2014,1184,1140,448,434,32524,273.3,30.5,8.8%,2.9%,14.7%,12.0%,9109,257600
95361,San Joaquin; Stanislaus,East Oakdale; Oakdale; Riverbank; Valley Home,599935841,72313,96104,34026,9.5%,32908,78190,92096,50483,12206,2155,2380,1802,1308,2128,1275,1158,35308,152.4,38.4,13.0%,8.3%,7.4%,9.7%,12807,365200
95365,Merced,Planada,39294025,40592,47090,14340,0.0%,45556,41216,45909,22713,1353,424,455,241,152,52,29,0,4775,314.7,30.6,4.6%,0.6%,24.2%,14.7%,1517,144800
95366,San Joaquin,Manteca; Ripon,89082586,84898,105524,37045,10.0%,51058,99539,105145,51991,6135,720,945,1053,968,1063,771,615,17909,520.7,39.8,15.7%,7.6%,8.3%,5.0%,6470,457400
95367,Stanislaus,Riverbank,11495011,71934,89082,26496,7.0%,39054,78517,84468,50929,7217,911,1414,1449,1233,1233,475,502,25072,5649.1,32.7,10.5%,4.4%,8.3%,6.7%,7544,297200
95368,Stanislaus,Modesto; Salida,8572334,82928,89665,26602,2.9%,97642,76510,99894,46404,3987,437,729,683,622,1108,293,115,14041,4242.3,29.6,11.9%,2.8%,3.9%,7.2%,4042,302100
95370,Tuolumne,Cedar Ridge; Columbia; East Sonora; Jamestown; Mono Vista; Phoenix Lake; Sonora; Soulsbyville; Tuttletown; Twain Harte,267223044,57513,81646,35102,6.3%,37422,71952,65132,51424,12058,2528,2908,2004,1518,1700,640,760,28096,272.3,48.0,14.2%,8.5%,8.8%,6.0%,13541,291100
95376,San Joaquin,Tracy,19764690,82390,97309,29417,8.4%,41979,85979,99240,56408,16220,1614,2744,2842,2857,3249,1549,1365,55655,7293.1,33.2,13.1%,4.1%,7.6%,5.4%,16877,397200
95379,Tuolumne,Soulsbyville; Tuolumne City,139516262,58988,70066,28096,0.7%,56176,74545,54844,51691,1601,275,428,273,244,218,152,11,4003,74.3,46.0,13.6%,6.3%,8.5%,5.6%,1814,293300
95380,Merced; Stanislaus,Delhi; Turlock,194421153,46580,64737,22623,2.8%,41522,50000,53501,34140,14470,3857,3786,2543,1534,1783,561,406,42866,571.0,32.0,10.3%,4.4%,16.4%,9.0%,15154,274500
95382,Stanislaus,Keyes; Turlock,27257611,72206,92301,33082,7.0%,25424,87021,86475,41344,13520,2340,2265,2333,2011,2455,1171,945,38700,3677.2,36.4,21.7%,10.9%,7.5%,5.8%,13957,343900
95388,Merced,Cressey; Winton,100434683,47184,62134,18919,2.1%,45179,44266,63576,30172,4135,884,1285,836,420,494,130,86,14116,364.0,31.5,6.8%,1.3%,13.7%,15.2%,4375,184100
95401,Sonoma,Santa Rosa,53419794,75290,100021,36399,8.1%,45536,83221,80648,59677,13635,1702,2357,2708,2231,2316,1219,1102,38839,1883.1,37.4,16.3%,10.5%,8.1%,5.0%,14447,470700
95403,Sonoma,Fulton; Larkfield-Wikiup; Santa Rosa; Windsor,57047830,75954,95621,35555,7.0%,83424,77000,94698,61133,16103,2231,2797,2904,2233,3133,1675,1130,45096,2047.4,37.4,17.0%,8.8%,5.9%,4.0%,17064,524500
95404,Sonoma,Larkfield-Wikiup; Santa Rosa,207150378,81427,110375,45540,11.5%,18293,82582,96023,60585,16340,2156,2901,2613,2084,2907,1803,1876,40497,506.3,41.6,27.2%,15.6%,7.5%,4.9%,17558,677800
95405,Sonoma,Santa Rosa,14183939,89876,109470,44312,9.3%,68750,114349,94779,65563,8174,842,1081,1270,1501,1644,1079,757,21082,3849.6,45.9,26.2%,20.0%,4.2%,4.3%,8850,613400
95407,Sonoma,Rohnert Park; Santa Rosa,58755875,63981,77384,24719,2.6%,21632,66922,70172,43620,12785,1946,2786,2586,2184,1996,950,337,42026,1852.5,33.4,9.9%,3.8%,9.5%,5.4%,13141,424000
95409,Sonoma,Santa Rosa,99401136,75571,108256,49670,13.7%,52708,90833,114375,62386,12310,1621,2187,2310,1252,2306,949,1685,27186,708.4,53.3,25.6%,19.7%,2.4%,4.6%,13283,632300
95422,Lake,Clearlake,91268915,31793,43102,17221,0.3%,28929,31782,31357,33151,5962,2270,1989,881,345,264,196,17,15696,445.4,37.7,5.5%,2.2%,29.4%,17.9%,8450,112700
95423,Lake,Clearlake Oaks; Spring Valley,266353305,46500,62338,28941,1.4%,2499,48284,57175,38875,1668,419,509,272,276,137,32,23,3751,36.5,54.3,11.0%,5.8%,17.0%,6.9%,2586,188700
95437,Mendocino,Cleone; Fort Bragg,253225852,50076,64050,27427,2.5%,16080,53819,47364,46042,6080,1520,1515,1164,828,686,217,150,14859,152.0,46.1,14.7%,9.3%,14.2%,5.5%,7059,398300
