"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"91046","Los Angeles","Glendale","25914","1","47632","29487","0.0%","1","1","1","1","95","42","13","15","10","15","0","0","158","15791.4","83.2","29.7%","0.0%","0.0%","0.0%","95","1","Glendale","Glendale","240645"
"91101","Los Angeles","Pasadena","3444752","70075","88213","45452","8.6%","28393","87276","67449","20245","10739","2707","1396","1484","1596","1892","744","920","21395","16086.1","34.9","31.5%","30.2%","11.6%","3.4%","12664","545200","Pasadena","Pasadena","208784"
"91103","Los Angeles","Pasadena","13953465","71231","117660","38586","11.3%","24167","74975","81310","46289","8515","2000","1282","1169","1018","1262","824","960","27659","5134","38.2","19.6%","16.0%","14.0%","4.5%","9137","716700","Pasadena","Pasadena","208784"
"91104","Los Angeles","Altadena; Pasadena","9856461","77919","109067","39342","15.6%","50464","90779","95682","45405","13164","2574","1941","1861","1535","1965","1233","2055","37874","9952.2","40.5","25.7%","18.8%","9.4%","4.3%","13972","744000","Altadena","Altadena","108195"
"91104","Los Angeles","Altadena; Pasadena","9856461","77919","109067","39342","15.6%","50464","90779","95682","45405","13164","2574","1941","1861","1535","1965","1233","2055","37874","9952.2","40.5","25.7%","18.8%","9.4%","4.3%","13972","744000","Pasadena","Pasadena","208784"
"91105","Los Angeles","Los Angeles; Pasadena","9562008","131158","175410","77880","28.9%","2499","130458","148681","107792","5505","574","483","550","592","983","733","1590","12617","3417.5","47.9","33.3%","36.0%","2.4%","4.2%","6347","1159700","Los Angeles","Los Angeles","4653140"
"91105","Los Angeles","Los Angeles; Pasadena","9562008","131158","175410","77880","28.9%","2499","130458","148681","107792","5505","574","483","550","592","983","733","1590","12617","3417.5","47.9","33.3%","36.0%","2.4%","4.2%","6347","1159700","Pasadena","Pasadena","208784"
"91106","Los Angeles","Pasadena","7628388","82211","116786","50160","12.4%","29792","89222","96012","58727","10665","1900","1441","1590","1318","1888","1206","1322","25543","8672.4","34.2","31.8%","28.4%","9.3%","5.0%","12062","737600","Pasadena","Pasadena","208784"
"91107","Los Angeles","Altadena; East Pasadena; Pasadena; San Pasqual","21311991","102850","138128","54483","19.7%","1","106520","119591","73406","12466","1372","1417","1738","1614","2258","1607","2460","32503","3950","42","31.1%","23.8%","3.8%","3.6%","13817","843700","Altadena","Altadena","108195"
"91107","Los Angeles","Altadena; East Pasadena; Pasadena; San Pasqual","21311991","102850","138128","54483","19.7%","1","106520","119591","73406","12466","1372","1417","1738","1614","2258","1607","2460","32503","3950","42","31.1%","23.8%","3.8%","3.6%","13817","843700","Pasadena","Pasadena","208784"
"91108","Los Angeles","Pasadena; San Marino","9871076","165765","230810","80469","41.4%","1","150250","205125","147804","4582","430","251","316","241","858","589","1897","13375","3509.4","47.4","38.0%","39.6%","5.7%","2.3%","5118","2000001","Pasadena","Pasadena","208784"
"91201","Los Angeles","Glendale","6097692","60101","92158","34468","10.9%","28864","84784","68897","28676","8309","2120","1442","1276","848","1073","645","905","23281","9888.6","42.4","19.9%","12.9%","9.0%","7.7%","8631","795200","Glendale","Glendale","240645"
"91202","Los Angeles","Glendale","5308490","75703","101777","40606","10.4%","70500","94506","88571","42576","8903","1677","1365","1396","1125","1742","676","922","23345","11389.9","43.8","27.8%","17.3%","6.2%","7.2%","9389","767500","Glendale","Glendale","240645"
"91203","Los Angeles","Glendale","2119995","61071","81107","33570","7.0%","56458","76610","60639","19620","6110","1505","1149","1014","671","1026","316","429","15410","18826.3","37.5","25.7%","11.6%","12.2%","6.5%","6528","514900","Glendale","Glendale","240645"
"91204","Los Angeles","Glendale","2911117","49122","69009","25800","4.2%","82734","62827","53295","21304","6485","1882","1403","1116","703","790","318","273","18723","16657.6","37.6","21.3%","6.5%","20.6%","9.7%","6848","500500","Glendale","Glendale","240645"
"91205","Los Angeles","Glendale","4897493","44835","66305","26661","4.7%","50931","64702","59021","19554","14382","4523","3061","2236","1536","1471","884","671","37638","19904.5","41.6","22.1%","12.2%","14.4%","7.3%","15271","585100","Glendale","Glendale","240645"
"91206","Los Angeles","Glendale","15235310","70141","95022","37939","9.9%","52880","89622","74683","33996","13372","3015","2104","1977","1538","2205","1213","1320","34739","5905.6","41.8","27.0%","14.9%","10.8%","6.0%","14226","781300","Glendale","Glendale","240645"
"91207","Los Angeles","Glendale","11773778","85956","138383","52888","19.5%","155189","132109","101814","37938","4081","620","701","518","373","678","394","797","11031","2426.6","46.1","29.1%","21.3%","2.9%","4.5%","4313","1021600","Glendale","Glendale","240645"
"91208","Los Angeles","Glendale","17875561","108374","150009","56533","24.2%","85754","108583","129489","86250","5855","581","566","697","795","1179","620","1417","15860","2298","43.8","34.0%","23.1%","4.3%","3.8%","6196","915100","Glendale","Glendale","240645"
"91210","Los Angeles","Glendale","114007","135741","168220","72699","27.6%","1","136528","1","1","228","35","23","13","17","51","26","63","529","12017.7","35.1","43.9%","29.1%","16.9%","7.7%","319","475900","Glendale","Glendale","240645"
"91214","Los Angeles","Glendale; La Crescenta-Montrose; Los Angeles","19545239","104981","127997","43954","19.5%","125547","131650","119356","65111","10357","1197","1355","1238","1103","2317","1130","2017","30787","4079.7","44","35.5%","18.7%","3.6%","3.6%","10912","777300","Glendale","Glendale","240645"
"91214","Los Angeles","Glendale; La Crescenta-Montrose; Los Angeles","19545239","104981","127997","43954","19.5%","125547","131650","119356","65111","10357","1197","1355","1238","1103","2317","1130","2017","30787","4079.7","44","35.5%","18.7%","3.6%","3.6%","10912","777300","Los Angeles","Los Angeles","4653140"
"91303","Los Angeles","Los Angeles","5603164","61250","77582","26073","4.2%","42857","63647","61508","42112","10097","1839","2354","1766","1479","1583","647","429","31586","14600.2","32.2","16.9%","7.1%","14.4%","5.5%","10575","465100","Los Angeles","Los Angeles","4653140"
"91304","Los Angeles; Ventura","Los Angeles","24360118","70505","96794","32549","10.1%","49261","58148","86772","61016","17508","2524","3793","3056","2107","2995","1260","1773","54361","5779.7","38.3","20.7%","9.9%","10.4%","4.9%","18182","614500","Los Angeles","Los Angeles","4653140"
"91306","Los Angeles","Los Angeles","10718170","69917","86522","27079","5.8%","34464","72184","78528","54493","14654","2397","2799","2636","2111","2740","1128","843","49678","12004.4","37","20.1%","6.4%","11.2%","5.8%","15176","520200","Los Angeles","Los Angeles","4653140"
"91307","Los Angeles; Ventura","Bell Canyon; Los Angeles","20872692","120474","150111","50934","25.2%","1","154722","137500","63438","8650","655","900","972","868","1820","1256","2179","26341","3268.5","44.7","31.9%","18.0%","2.6%","5.6%","8935","660900","Los Angeles","Los Angeles","4653140"
"91311","Los Angeles; Ventura","Los Angeles","83084167","91897","116153","42381","14.1%","50250","99018","98306","70307","14283","1693","2001","1877","2489","2636","1570","2017","40839","1273.1","43.6","25.7%","14.8%","4.7%","5.5%","14595","616400","Los Angeles","Los Angeles","4653140"
"91316","Los Angeles","Los Angeles","12968535","76978","114634","47593","11.3%","80066","89565","90550","46082","12409","2043","1953","2017","1515","2477","1005","1399","30499","6091.1","41.3","28.5%","20.6%","8.0%","6.6%","12998","685300","Los Angeles","Los Angeles","4653140"
"91320","Ventura","Casa Conejo; Thousand Oaks","47233904","118986","150243","51206","24.7%","43947","126361","143835","84561","14971","915","1842","1458","1630","3331","2093","3702","44968","2465.7","42.3","29.9%","21.4%","2.8%","4.4%","15622","695200","Thousand Oaks","Thousand Oaks","219584"
"91321","Los Angeles","Santa Clarita","67023907","73187","96284","31832","8.8%","47697","68021","95152","45592","10781","1615","2163","1751","1192","2080","1032","948","34014","1314.4","35.6","17.1%","8.2%","10.8%","5.5%","11178","483700","Santa Clarita","Santa Clarita","321765"
"91324","Los Angeles","Los Angeles","11368503","80260","102937","36569","10.7%","35329","76765","111667","55208","10012","1791","1533","1474","942","1770","1431","1071","29670","6759.5","38.1","28.2%","12.8%","8.2%","4.1%","10721","624400","Los Angeles","Los Angeles","4653140"
"91325","Los Angeles","Los Angeles","12496667","71400","99168","35680","11.5%","23750","70956","86344","76875","11920","2132","2257","1768","1317","2060","1017","1369","34575","7165.8","36.9","25.3%","13.8%","7.8%","4.0%","12616","667300","Los Angeles","Los Angeles","4653140"
"91326","Los Angeles","Los Angeles","21132530","117590","146708","52828","22.4%","73382","119692","130826","82785","12778","1104","1468","1582","1478","2516","1772","2858","36339","4453.7","46.4","32.3%","23.6%","3.8%","4.1%","13581","764300","Los Angeles","Los Angeles","4653140"
"91330","Los Angeles","Los Angeles","872534","1","1","5897","-1.0%","1","1","1","1","0","0","0","0","0","0","0","0","3257","9667.9","19.8","33.7%","9.3%","0.0%","23.6%","0","1","Los Angeles","Los Angeles","4653140"
"91331","Los Angeles","Los Angeles","22928479","63807","79356","19534","4.3%","35606","62908","73157","51233","23447","4166","5097","4305","3423","3818","1628","1010","105458","11912.5","33.3","8.8%","2.2%","14.2%","5.9%","24170","425300","Los Angeles","Los Angeles","4653140"
"91335","Los Angeles","Los Angeles","17002129","63748","83683","26668","6.0%","40563","69631","71958","43607","24391","4447","5194","4668","2817","3978","1820","1467","81824","12464.5","37.1","17.8%","7.5%","10.5%","5.6%","25234","496700","Los Angeles","Los Angeles","4653140"
"91340","Los Angeles","Los Angeles; San Fernando","8757194","57398","74010","19777","4.0%","30333","52750","71698","36542","8886","1755","2169","1404","1164","1471","568","355","36156","10693.3","33.8","8.7%","2.3%","12.0%","4.3%","9383","431100","Los Angeles","Los Angeles","4653140"
"91340","Los Angeles","Los Angeles; San Fernando","8757194","57398","74010","19777","4.0%","30333","52750","71698","36542","8886","1755","2169","1404","1164","1471","568","355","36156","10693.3","33.8","8.7%","2.3%","12.0%","4.3%","9383","431100","San Fernando","San Fernando","130751"
"91342","Los Angeles","Los Angeles; San Fernando; Santa Clarita","143234552","74050","87775","24976","5.8%","40677","72433","84553","52734","25121","3679","4733","4242","4010","4797","2213","1447","94595","1710.5","35.4","13.2%","5.4%","10.0%","3.6%","26666","462700","Los Angeles","Los Angeles","4653140"
"91342","Los Angeles","Los Angeles; San Fernando; Santa Clarita","143234552","74050","87775","24976","5.8%","40677","72433","84553","52734","25121","3679","4733","4242","4010","4797","2213","1447","94595","1710.5","35.4","13.2%","5.4%","10.0%","3.6%","26666","462700","San Fernando","San Fernando","130751"
"91342","Los Angeles","Los Angeles; San Fernando; Santa Clarita","143234552","74050","87775","24976","5.8%","40677","72433","84553","52734","25121","3679","4733","4242","4010","4797","2213","1447","94595","1710.5","35.4","13.2%","5.4%","10.0%","3.6%","26666","462700","Santa Clarita","Santa Clarita","321765"
"91343","Los Angeles","Los Angeles","15310106","66661","88520","25575","7.5%","46250","64664","80837","51621","18035","3257","3617","2768","2331","3247","1470","1345","66743","11290.8","34","20.4%","6.2%","15.4%","6.6%","18649","534500","Los Angeles","Los Angeles","4653140"
"91344","Los Angeles","Los Angeles","42501697","96162","118496","39174","12.8%","60276","109871","106664","68548","17037","1782","2415","2230","2410","3915","2106","2179","53613","3267.1","42.7","25.5%","12.6%","4.2%","5.4%","17834","616100","Los Angeles","Los Angeles","4653140"
"91345","Los Angeles","Los Angeles","8393834","77273","89107","26752","4.5%","1","85489","89980","48387","5402","912","949","760","873","1144","522","242","19145","5907.4","37.8","14.3%","4.6%","8.1%","6.6%","5543","476800","Los Angeles","Los Angeles","4653140"
"91350","Los Angeles","Santa Clarita","43910961","117707","129627","41923","16.1%","72679","127949","127739","62222","11402","770","1195","1370","1413","2678","2141","1835","36173","2133.6","37.8","25.7%","11.8%","3.2%","4.0%","11732","543200","Santa Clarita","Santa Clarita","321765"
"91351","Los Angeles","Santa Clarita","24789132","81758","98320","31710","7.1%","1","84306","87488","57926","10076","979","1689","1879","1746","1795","1271","717","32711","3417.7","37","18.1%","7.3%","6.8%","6.1%","10425","427400","Santa Clarita","Santa Clarita","321765"
"91352","Los Angeles","Los Angeles","30330373","57145","75344","21721","3.9%","61364","55771","61899","50125","12436","2560","2824","2274","1539","2024","731","484","47076","4019.9","35.7","13.4%","3.7%","14.6%","5.6%","13150","488600","Los Angeles","Los Angeles","4653140"
"91354","Los Angeles","Santa Clarita","22598254","128308","151516","49503","24.8%","91268","142635","137108","66500","10444","599","823","952","1357","2390","1730","2593","32544","3729.9","37.6","33.1%","19.6%","2.7%","4.7%","10569","601700","Santa Clarita","Santa Clarita","321765"
"91355","Los Angeles","Santa Clarita","40136581","95696","114928","44956","12.8%","26518","97045","116532","70015","11709","1334","1431","1864","1480","2636","1464","1500","30526","1969.8","40.3","31.3%","15.6%","4.0%","5.0%","12002","563400","Santa Clarita","Santa Clarita","321765"
"91356","Los Angeles","Los Angeles","18996189","76929","130602","53117","18.3%","44803","65612","98438","72543","11802","1907","2082","1726","1263","1610","1060","2154","29822","4066","43.7","27.7%","21.6%","7.4%","6.4%","12760","957400","Los Angeles","Los Angeles","4653140"
"91360","Ventura","Thousand Oaks","37441010","100246","124232","44446","17.9%","31442","108292","132004","67957","14955","1761","1915","1762","2017","3036","1788","2676","43121","2982.9","43.7","26.5%","17.5%","5.0%","4.6%","15609","673600","Thousand Oaks","Thousand Oaks","219584"
"91361","Los Angeles; Ventura","Lake Sherwood; Thousand Oaks; Westlake Village","86798425","119303","189511","80978","28.6%","1","123600","160991","90645","8556","650","809","1152","884","1583","1028","2450","20258","604.5","50.3","36.9%","26.9%","1.6%","3.5%","8951","952900","Thousand Oaks","Thousand Oaks","219584"
"91362","Los Angeles; Ventura","Simi Valley; Thousand Oaks; Westlake Village","50835804","117566","163157","61494","25.9%","50972","145247","136139","91563","13519","1227","1460","1287","1731","2392","1918","3504","36604","1864.9","45.9","30.5%","24.3%","1.8%","4.7%","14306","814000","Simi Valley","Simi Valley","203475"
"91362","Los Angeles; Ventura","Simi Valley; Thousand Oaks; Westlake Village","50835804","117566","163157","61494","25.9%","50972","145247","136139","91563","13519","1227","1460","1287","1731","2392","1918","3504","36604","1864.9","45.9","30.5%","24.3%","1.8%","4.7%","14306","814000","Thousand Oaks","Thousand Oaks","219584"
"91364","Los Angeles","Los Angeles; Topanga","19665919","106225","148145","58037","23.1%","1","124167","115469","77311","10648","1145","1179","1441","1182","2016","1223","2462","27971","3683.8","43.6","32.8%","21.0%","3.5%","5.9%","11564","849100","Los Angeles","Los Angeles","4653140"
"91367","Los Angeles","Los Angeles","19245424","96085","128000","52651","17.0%","31429","97000","109925","64464","18433","2407","2323","2340","2397","3274","2550","3142","45970","6186.5","40.2","34.2%","20.0%","5.5%","6.3%","19649","697600","Los Angeles","Los Angeles","4653140"
"91371","Los Angeles","Los Angeles","634412","1","1","1","-1.0%","1","1","1","1","0","0","0","0","0","0","0","0","0","0","-1","0.0%","0.0%","0.0%","0.0%","0","1","Los Angeles","Los Angeles","4653140"
"91387","Los Angeles","Santa Clarita","128267763","98371","117766","36908","15.1%","59808","93958","117386","64830","12815","1117","1603","2094","1686","2849","1532","1934","42034","848.8","34.5","23.1%","10.0%","6.3%","5.5%","13436","536200","Santa Clarita","Santa Clarita","321765"
"91390","Los Angeles","Acton; Agua Dulce; Green Valley; Leona Valley; Palmdale; Santa Clarita","370679169","120617","140359","44841","22.4%","1","128953","142368","68989","6000","512","497","791","769","1088","1002","1341","19168","133.9","41.7","25.6%","10.6%","2.5%","4.5%","6377","593600","Acton","Acton","154919"
"91390","Los Angeles","Acton; Agua Dulce; Green Valley; Leona Valley; Palmdale; Santa Clarita","370679169","120617","140359","44841","22.4%","1","128953","142368","68989","6000","512","497","791","769","1088","1002","1341","19168","133.9","41.7","25.6%","10.6%","2.5%","4.5%","6377","593600","Palmdale","Palmdale","282580"
"91390","Los Angeles","Acton; Agua Dulce; Green Valley; Leona Valley; Palmdale; Santa Clarita","370679169","120617","140359","44841","22.4%","1","128953","142368","68989","6000","512","497","791","769","1088","1002","1341","19168","133.9","41.7","25.6%","10.6%","2.5%","4.5%","6377","593600","Santa Clarita","Santa Clarita","321765"
"91401","Los Angeles","Los Angeles","8943627","53882","82206","32413","8.5%","38917","56374","54474","47807","14933","3730","3345","2310","1292","2001","991","1264","39755","11512.7","36.5","25.4%","9.8%","16.9%","6.0%","15534","703100","Los Angeles","Los Angeles","4653140"
"91402","Los Angeles","Los Angeles","9652848","45796","61057","18197","2.3%","32743","42557","53834","35927","19839","5341","5386","3198","2318","2277","862","457","72059","19334.4","33.7","14.7%","2.4%","19.8%","8.5%","20459","421800","Los Angeles","Los Angeles","4653140"
"91403","Los Angeles","Los Angeles","9404037","104802","152702","70657","20.6%","60697","109089","114271","67083","11400","1310","1619","1291","1276","2152","1403","2349","25156","6928.3","39","40.1%","23.6%","2.7%","6.4%","12137","1027200","Los Angeles","Los Angeles","4653140"
"91405","Los Angeles","Los Angeles","8570009","47037","65549","22996","4.2%","38472","47024","54955","28688","18246","4596","4975","3376","2061","1935","533","770","55506","16774.8","34.4","16.4%","6.0%","16.8%","8.0%","18988","488300","Los Angeles","Los Angeles","4653140"
"91406","Los Angeles","Los Angeles","21061181","59472","78692","27788","5.3%","46944","55492","70662","35307","18398","3553","4399","3305","2059","2585","1515","982","54890","6750.1","35.9","17.7%","8.3%","12.9%","6.1%","19210","545300","Los Angeles","Los Angeles","4653140"
"91411","Los Angeles","Los Angeles","5289783","58605","80619","30645","6.1%","31101","63094","59487","48650","9493","1780","2221","2012","1215","1150","533","582","26111","12784.5","35.2","25.4%","10.0%","15.4%","5.3%","10165","652900","Los Angeles","Los Angeles","4653140"
"91423","Los Angeles","Los Angeles","11300302","90931","143054","66356","18.5%","47585","96565","103642","66395","15085","1797","2137","2327","1870","2757","1405","2792","33172","7602.9","38.6","38.1%","22.0%","3.8%","5.9%","16412","938500","Los Angeles","Los Angeles","4653140"
"91436","Los Angeles","Los Angeles","14749364","174085","244065","90603","45.5%","1","141172","216351","147235","5600","416","281","450","540","832","533","2548","15292","2685.3","46.7","31.0%","36.2%","2.1%","3.4%","5978","1351500","Los Angeles","Los Angeles","4653140"
"91501","Los Angeles","Burbank; Glendale","10275284","67817","94589","38247","12.0%","52500","73562","83853","29708","8057","1650","1427","1508","909","1114","484","965","20511","5170","40.5","28.1%","14.8%","9.7%","8.1%","8417","770500","Burbank","Burbank","144436"
"91501","Los Angeles","Burbank; Glendale","10275284","67817","94589","38247","12.0%","52500","73562","83853","29708","8057","1650","1427","1508","909","1114","484","965","20511","5170","40.5","28.1%","14.8%","9.7%","8.1%","8417","770500","Glendale","Glendale","240645"
"91502","Los Angeles","Burbank","3476597","47148","61473","29982","2.7%","52738","73478","46136","17013","5071","1678","991","839","667","635","125","136","10708","7977.2","36.5","22.7%","10.6%","10.4%","4.9%","5423","570800","Burbank","Burbank","144436"
"91504","Los Angeles","Burbank; Los Angeles","12783282","83994","120326","43562","16.4%","92692","83805","97350","61048","9387","1284","1419","1479","1226","1555","889","1535","26749","5419.5","38.6","28.9%","14.4%","5.7%","6.2%","9816","754000","Burbank","Burbank","144436"
"91504","Los Angeles","Burbank; Los Angeles","12783282","83994","120326","43562","16.4%","92692","83805","97350","61048","9387","1284","1419","1479","1226","1555","889","1535","26749","5419.5","38.6","28.9%","14.4%","5.7%","6.2%","9816","754000","Los Angeles","Los Angeles","4653140"
"91505","Los Angeles","Burbank; Los Angeles","13054365","87138","112348","48375","13.0%","6136","103980","105598","56217","12902","2074","1661","1822","1761","2559","1352","1673","30902","6131","39.5","32.1%","14.0%","4.1%","5.8%","13531","699300","Burbank","Burbank","144436"
"91505","Los Angeles","Burbank; Los Angeles","13054365","87138","112348","48375","13.0%","6136","103980","105598","56217","12902","2074","1661","1822","1761","2559","1352","1673","30902","6131","39.5","32.1%","14.0%","4.1%","5.8%","13531","699300","Los Angeles","Los Angeles","4653140"
"91506","Los Angeles","Burbank","6339998","81597","107471","44962","14.4%","30227","83649","94219","59915","7522","1006","1233","1167","1039","1244","752","1081","18591","7594.7","42.9","27.0%","11.5%","3.8%","5.7%","7925","721400","Burbank","Burbank","144436"
"91601","Los Angeles","Los Angeles","6864384","53911","75916","36153","6.4%","41667","61455","57758","25771","16710","4198","3667","3022","1885","2086","788","1064","36841","13900.4","33.9","31.6%","9.1%","11.8%","5.0%","18506","656100","Los Angeles","Los Angeles","4653140"
"91602","Los Angeles","Los Angeles","5305166","84008","112285","57116","12.0%","1","82662","88827","74315","9813","1355","1392","1684","1238","2145","823","1176","19672","9603.9","39","40.1%","16.2%","4.4%","8.4%","10573","734400","Los Angeles","Los Angeles","4653140"
"91604","Los Angeles","Los Angeles","13340189","111341","171012","77679","27.1%","66435","119777","140257","77053","14641","1813","1562","1463","1784","2407","1637","3975","32910","6389.5","40.2","43.3%","22.8%","1.4%","6.9%","15849","1140800","Los Angeles","Los Angeles","4653140"
"91605","Los Angeles","Los Angeles","14152235","50623","69678","22668","4.7%","31063","50180","60282","37642","16271","4101","3936","3035","2001","1675","751","772","53113","9720.2","34.8","14.2%","4.6%","15.4%","7.2%","17060","498500","Los Angeles","Los Angeles","4653140"
"91606","Los Angeles","Los Angeles","8631191","50155","68314","25302","5.0%","37063","52733","62847","29454","15401","3977","3704","2553","1935","1770","699","763","44295","13291.7","36.8","17.5%","6.0%","13.8%","5.1%","16242","560800","Los Angeles","Los Angeles","4653140"
"91607","Los Angeles","Los Angeles","6318324","71691","95171","44231","10.7%","53654","83290","75736","31686","13607","2607","2648","1817","1912","2298","869","1456","30611","12548","39.2","34.8%","14.1%","8.6%","6.5%","14418","822300","Los Angeles","Los Angeles","4653140"
"91608","Los Angeles","Los Angeles","1549248","1","1","1","0.0%","1","1","1","1","10","0","0","10","0","0","0","0","21","35.1","-1","0.0%","47.6%","0.0%","0.0%","10","1","Los Angeles","Los Angeles","4653140"
"91701","San Bernardino","Rancho Cucamonga","18873313","100923","115323","39185","11.3%","1","112174","113301","61218","13060","1341","1470","1756","1839","3372","1800","1482","39461","5415.2","41.5","21.4%","13.2%","3.1%","4.1%","13522","522800","Rancho Cucamonga","Rancho Cucamonga","202987"
"91702","Los Angeles","Azusa; Citrus; Glendora; Irwindale; Vincent","438592857","68852","83541","22666","4.0%","51895","69831","74887","55429","15502","2087","3183","3185","2344","3097","979","627","62066","366.5","30.7","14.4%","6.5%","9.5%","5.9%","16641","419000","Citrus","Citrus","122574"
"91702","Los Angeles","Azusa; Citrus; Glendora; Irwindale; Vincent","438592857","68852","83541","22666","4.0%","51895","69831","74887","55429","15502","2087","3183","3185","2344","3097","979","627","62066","366.5","30.7","14.4%","6.5%","9.5%","5.9%","16641","419000","Glendora","Glendora","114737"
"91702","Los Angeles","Azusa; Citrus; Glendora; Irwindale; Vincent","438592857","68852","83541","22666","4.0%","51895","69831","74887","55429","15502","2087","3183","3185","2344","3097","979","627","62066","366.5","30.7","14.4%","6.5%","9.5%","5.9%","16641","419000","Irwindale","Irwindale","165376"
"91706","Los Angeles","Baldwin Park; Irwindale","34792419","65755","77187","20220","3.5%","61250","65512","72210","50714","18328","3207","3816","3686","2919","3004","1057","639","76930","5726.8","35","11.0%","2.2%","10.8%","5.8%","19168","409400","Baldwin Park","Baldwin Park","106639"
"91706","Los Angeles","Baldwin Park; Irwindale","34792419","65755","77187","20220","3.5%","61250","65512","72210","50714","18328","3207","3816","3686","2919","3004","1057","639","76930","5726.8","35","11.0%","2.2%","10.8%","5.8%","19168","409400","Irwindale","Irwindale","165376"
"91708","San Bernardino","Chino","24584714","85545","88516","16933","1.8%","1","86217","77750","1","727","0","88","143","320","120","43","13","4009","422.3","34.7","18.9%","8.8%","0.0%","0.0%","970","568900","Chino","Chino","165438"
"91710","San Bernardino","Chino","55764058","81892","98145","25913","8.3%","60777","89916","94977","55136","22758","2937","3553","3916","3369","4597","2492","1894","91773","4262.4","37.8","16.0%","6.6%","8.2%","5.4%","24283","458700","Chino","Chino","165438"
"91722","Los Angeles","Charter Oak; Citrus; Covina; Vincent","10698987","80089","89195","26693","4.5%","38704","86997","90201","58302","9841","979","1826","1800","1696","2094","1001","445","34631","8383.4","37.6","15.5%","5.4%","4.3%","5.8%","10216","445000","Citrus","Citrus","122574"
"91723","Los Angeles","Covina; West Covina","6015594","64422","81418","28527","4.5%","1","63202","75887","39646","6233","1064","1179","1341","1044","978","346","281","18521","7974.1","36.6","15.1%","6.9%","8.4%","5.3%","6499","496100","West Covina","West Covina","126981"
"91724","Los Angeles","Charter Oak; Covina; San Dimas; Walnut","16147680","82976","103268","32616","9.2%","1","85169","97021","64315","8094","1007","1317","1325","1001","1544","1159","741","26717","4285.2","40.4","21.3%","8.3%","7.0%","7.3%","8465","557100","San Dimas","San Dimas","155921"
"91724","Los Angeles","Charter Oak; Covina; San Dimas; Walnut","16147680","82976","103268","32616","9.2%","1","85169","97021","64315","8094","1007","1317","1325","1001","1544","1159","741","26717","4285.2","40.4","21.3%","8.3%","7.0%","7.3%","8465","557100","Walnut","Walnut","106348"
"91730","San Bernardino","Rancho Cucamonga","37514468","72995","84439","28952","5.0%","47292","80767","78367","46500","24015","3429","4688","4257","4153","4529","1755","1204","72407","4999","33.3","18.3%","10.6%","10.0%","7.1%","25297","407000","Rancho Cucamonga","Rancho Cucamonga","202987"
"91731","Los Angeles","El Monte","9881410","42293","56416","16913","1.4%","44792","42464","52442","30793","8263","2467","2195","1517","919","824","222","119","30222","7921.4","34.8","9.6%","2.2%","19.3%","8.0%","8805","450300","El Monte","El Monte","173625"
"91732","Los Angeles","Arcadia; El Monte; Industry","11956829","51268","67194","18709","2.5%","46520","50723","58005","41604","16066","3291","4495","3261","2294","1438","890","397","62905","13626","36","11.1%","2.3%","14.2%","5.5%","16558","465200","Arcadia","Arcadia","129979"
"91732","Los Angeles","Arcadia; El Monte; Industry","11956829","51268","67194","18709","2.5%","46520","50723","58005","41604","16066","3291","4495","3261","2294","1438","890","397","62905","13626","36","11.1%","2.3%","14.2%","5.5%","16558","465200","El Monte","El Monte","173625"
"91732","Los Angeles","Arcadia; El Monte; Industry","11956829","51268","67194","18709","2.5%","46520","50723","58005","41604","16066","3291","4495","3261","2294","1438","890","397","62905","13626","36","11.1%","2.3%","14.2%","5.5%","16558","465200","Industry","Industry","403402"
"91733","Los Angeles","El Monte; Rosemead; South El Monte; Whittier","17297648","50691","63393","17133","1.7%","36375","54907","56940","34458","11026","2592","2861","2153","1410","1302","517","191","45365","6792.5","34.7","7.4%","2.6%","17.3%","5.9%","11404","435700","El Monte","El Monte","173625"
"91733","Los Angeles","El Monte; Rosemead; South El Monte; Whittier","17297648","50691","63393","17133","1.7%","36375","54907","56940","34458","11026","2592","2861","2153","1410","1302","517","191","45365","6792.5","34.7","7.4%","2.6%","17.3%","5.9%","11404","435700","Rosemead","Rosemead","209462"
"91733","Los Angeles","El Monte; Rosemead; South El Monte; Whittier","17297648","50691","63393","17133","1.7%","36375","54907","56940","34458","11026","2592","2861","2153","1410","1302","517","191","45365","6792.5","34.7","7.4%","2.6%","17.3%","5.9%","11404","435700","Whittier","Whittier","240673"
"91737","San Bernardino","Rancho Cucamonga","21698700","106603","125416","40922","15.2%","1","109143","117188","74741","7974","790","900","1056","1021","1748","1243","1216","25154","3002.4","40.3","23.1%","13.9%","5.4%","4.9%","8243","619900","Rancho Cucamonga","Rancho Cucamonga","202987"
"91739","San Bernardino","Rancho Cucamonga","76135101","112790","140150","42027","19.5%","83292","110663","124087","103222","11663","946","1069","1099","1622","2894","1763","2270","39875","1356.5","35.1","25.8%","20.6%","3.4%","4.1%","12362","612000","Rancho Cucamonga","Rancho Cucamonga","202987"
