"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"95687","Solano","Elmira; Fairfield; Vacaville","112694487","86056","103345","34285","9.0%","56339","90077","105645","55207","22220","2585","3397","3548","3339","4982","2374","1995","69060","1587.2","37.8","14.3%","7.2%","4.4%","4.2%","23314","408400","Vacaville","Vacaville","182229"
"95688","Solano","Allendale; Hartley; Vacaville","210258243","94863","115223","41856","13.3%","52222","91718","108455","83583","13231","1219","2047","1929","1794","2712","1764","1766","37260","459","39.1","18.3%","9.8%","6.1%","5.3%","13849","476600","Vacaville","Vacaville","182229"
"95742","Sacramento","Folsom; Rancho Cordova","128872192","132636","135443","40741","17.1%","1","136938","142922","74773","3645","234","147","399","415","917","911","622","12472","250.7","34.5","28.5%","14.6%","5.0%","6.4%","3645","422600","Rancho Cordova","Rancho Cordova","161717"
"95746","Placer","Granite Bay; Roseville","45688374","147201","203026","71467","34.8%","1","172786","177561","82463","8378","616","847","891","528","1411","1166","2919","23934","1356.8","45.9","31.8%","25.1%","2.7%","4.4%","8580","765600","Roseville","Roseville","228924"
"95747","Placer","Roseville","121049377","105431","124285","44114","15.4%","52059","129085","129057","56998","23180","2557","2754","2973","2520","5108","3695","3573","66931","1432.1","39.5","31.7%","13.4%","6.2%","4.8%","24093","467200","Roseville","Roseville","228924"
"95757","Sacramento","Elk Grove; Franklin","156581954","105390","123106","36134","14.0%","63750","117035","113517","72560","14382","1268","1458","1970","2019","3429","2229","2009","50727","839.1","36.1","28.6%","13.1%","5.5%","3.8%","14684","456700","Elk Grove","Elk Grove","183220"
"95758","Sacramento","Elk Grove; Sacramento","33338334","85221","99677","33626","7.0%","39417","82369","98224","64386","21507","2439","2912","3892","3389","4784","2579","1512","65811","5112.7","37.4","24.5%","12.1%","6.7%","6.6%","22334","369200","Elk Grove","Elk Grove","183220"
"95758","Sacramento","Elk Grove; Sacramento","33338334","85221","99677","33626","7.0%","39417","82369","98224","64386","21507","2439","2912","3892","3389","4784","2579","1512","65811","5112.7","37.4","24.5%","12.1%","6.7%","6.6%","22334","369200","Sacramento","Sacramento","873573"
"95765","Placer","Rocklin; Roseville","31917341","108188","127121","42759","15.8%","40663","111563","130231","60830","12912","954","1558","1456","1893","3075","1932","2044","39214","3182.1","36.6","33.6%","17.2%","2.6%","4.0%","13227","512900","Roseville","Roseville","228924"
"95811","Sacramento","Sacramento","7363084","59254","85945","49281","9.4%","25813","59617","66250","55625","3449","942","446","649","389","536","162","325","6294","2213.9","32","36.1%","17.8%","26.5%","5.2%","3928","517000","Sacramento","Sacramento","873573"
"95814","Sacramento","Sacramento","3616890","33938","60959","36281","4.0%","30781","58258","23682","15733","6709","2882","1186","763","622","655","333","268","11908","8527.1","34","27.4%","12.7%","23.4%","6.8%","7492","472700","Sacramento","Sacramento","873573"
"95815","Sacramento","Sacramento","20465878","34583","51153","19476","2.3%","1","40859","40013","27319","9226","3454","2293","1520","1059","451","239","210","25673","3249","32.3","9.0%","5.5%","24.6%","11.9%","10377","211300","Sacramento","Sacramento","873573"
"95816","Sacramento","Sacramento","5301360","72270","94952","56351","9.0%","45764","76954","87708","44219","9961","1571","1722","1836","1403","1698","835","896","17199","8402.6","34.6","37.9%","25.9%","4.0%","4.2%","10565","574700","Sacramento","Sacramento","873573"
"95817","Sacramento","Sacramento","5933960","50925","64130","29557","2.8%","14732","57520","63218","18768","6148","1947","1073","937","795","941","284","171","13758","6004.9","35.5","24.6%","13.0%","13.6%","6.3%","6575","330600","Sacramento","Sacramento","873573"
"95818","Sacramento","Sacramento","9901472","84908","112560","52663","15.2%","30278","81157","118026","67583","9943","1607","1288","1488","1202","1865","985","1508","21625","5656.6","39.2","31.5%","26.2%","10.2%","6.2%","10673","569700","Sacramento","Sacramento","873573"
"95819","Sacramento","Sacramento","8855233","106514","130263","52699","18.9%","26000","124439","115781","74599","7901","755","978","852","1119","1694","1006","1497","19890","5817.4","36.4","37.6%","26.9%","3.6%","4.2%","8394","568800","Sacramento","Sacramento","873573"
"95820","Sacramento","Fruitridge Pocket; Sacramento","13453321","51068","63963","23927","2.2%","45392","60802","49743","40691","12964","3077","3267","2770","1829","1358","377","286","36437","7014.7","35.1","12.3%","7.0%","14.9%","9.9%","13674","248200","Sacramento","Sacramento","873573"
"95821","Sacramento","Arden-Arcade; North Highlands; Sacramento","18522330","42456","66311","28633","3.8%","32260","38394","54793","41630","15044","4309","4083","2070","1458","1745","810","569","35812","5007.6","37.4","17.4%","9.1%","19.0%","8.9%","15926","328700","Arden-Arcade","Arden-Arcade","180405"
"95821","Sacramento","Arden-Arcade; North Highlands; Sacramento","18522330","42456","66311","28633","3.8%","32260","38394","54793","41630","15044","4309","4083","2070","1458","1745","810","569","35812","5007.6","37.4","17.4%","9.1%","19.0%","8.9%","15926","328700","North Highlands","North Highlands","126024"
"95821","Sacramento","Arden-Arcade; North Highlands; Sacramento","18522330","42456","66311","28633","3.8%","32260","38394","54793","41630","15044","4309","4083","2070","1458","1745","810","569","35812","5007.6","37.4","17.4%","9.1%","19.0%","8.9%","15926","328700","Sacramento","Sacramento","873573"
"95822","Sacramento","Sacramento","21892190","57535","75396","28209","4.2%","28511","64511","68389","42442","15979","3556","3281","3147","2012","2245","1068","670","44741","5293.2","38.1","15.8%","8.6%","11.8%","8.3%","16975","307100","Sacramento","Sacramento","873573"
"95823","Sacramento","Florin; Parkway; Sacramento","30571507","47553","61970","19714","2.3%","30684","47043","53103","41507","23710","5818","6592","4716","2575","2870","587","552","79440","6730.1","31.4","10.4%","3.2%","18.6%","10.0%","25022","244100","Florin","Florin","204105"
"95823","Sacramento","Florin; Parkway; Sacramento","30571507","47553","61970","19714","2.3%","30684","47043","53103","41507","23710","5818","6592","4716","2575","2870","587","552","79440","6730.1","31.4","10.4%","3.2%","18.6%","10.0%","25022","244100","Parkway","Parkway","109736"
"95823","Sacramento","Florin; Parkway; Sacramento","30571507","47553","61970","19714","2.3%","30684","47043","53103","41507","23710","5818","6592","4716","2575","2870","587","552","79440","6730.1","31.4","10.4%","3.2%","18.6%","10.0%","25022","244100","Sacramento","Sacramento","873573"
"95824","Sacramento","Lemon Hill; Parkway; Sacramento","10518250","38985","50637","16228","1.5%","17639","43062","39688","32500","9103","3028","2908","1520","888","495","126","138","30296","7460","32.7","6.0%","1.5%","25.1%","9.6%","9698","192500","Parkway","Parkway","109736"
"95824","Sacramento","Lemon Hill; Parkway; Sacramento","10518250","38985","50637","16228","1.5%","17639","43062","39688","32500","9103","3028","2908","1520","888","495","126","138","30296","7460","32.7","6.0%","1.5%","25.1%","9.6%","9698","192500","Sacramento","Sacramento","873573"
"95825","Sacramento","Arden-Arcade; Sacramento","12212460","40515","56125","25499","2.1%","22238","41979","48879","36551","16404","5251","4465","2485","1430","1746","686","341","37473","7947.2","32.1","22.8%","10.6%","27.0%","10.7%","17233","298100","Arden-Arcade","Arden-Arcade","180405"
"95825","Sacramento","Arden-Arcade; Sacramento","12212460","40515","56125","25499","2.1%","22238","41979","48879","36551","16404","5251","4465","2485","1430","1746","686","341","37473","7947.2","32.1","22.8%","10.6%","27.0%","10.7%","17233","298100","Sacramento","Sacramento","873573"
"95826","Sacramento","La Riviera; Rosemont; Sacramento","29579614","64241","78234","31524","4.1%","29831","66438","81277","56435","15214","2664","3352","2734","2188","2585","1061","630","39145","3427.5","33.5","24.0%","9.8%","11.8%","6.3%","16196","305800","Sacramento","Sacramento","873573"
"95827","Sacramento","La Riviera; Mather; Rancho Cordova; Rosemont","19972082","59115","74498","27612","3.1%","43375","57063","72500","52121","7292","1030","1930","1606","1006","998","493","229","20666","2680","35.2","16.7%","6.4%","7.3%","7.7%","7664","266900","Rancho Cordova","Rancho Cordova","161717"
"95828","Sacramento","Florin; Sacramento","31909704","53229","67403","21747","2.7%","1","56654","56082","47683","17852","4298","4108","3312","2511","2429","712","482","58717","4765.8","36.4","12.5%","3.1%","17.3%","11.1%","18667","263500","Florin","Florin","204105"
"95828","Sacramento","Florin; Sacramento","31909704","53229","67403","21747","2.7%","1","56654","56082","47683","17852","4298","4108","3312","2511","2429","712","482","58717","4765.8","36.4","12.5%","3.1%","17.3%","11.1%","18667","263500","Sacramento","Sacramento","873573"
"95829","Sacramento","Sacramento; Vineyard","53821813","93377","106429","32781","9.0%","42333","103696","100984","64247","8443","835","1177","1291","1251","2199","930","760","28264","1360.1","35.5","21.1%","8.3%","5.9%","4.7%","8668","381500","Sacramento","Sacramento","873573"
"95830","Sacramento","Elk Grove; Vineyard","33562382","101786","143932","54344","21.7%","1","1","114583","42125","258","19","64","7","19","61","32","56","734","56.6","54.6","17.6%","19.9%","4.8%","2.1%","284","603300","Elk Grove","Elk Grove","183220"
"95831","Sacramento","Freeport; Sacramento","18199581","79368","102347","44916","10.1%","29300","77270","98750","70699","18443","2319","3249","2932","2771","3255","2062","1855","43094","6132.7","43.8","29.8%","17.6%","4.8%","4.6%","19303","417700","Sacramento","Sacramento","873573"
"95832","Sacramento","Freeport; Sacramento","21652499","47341","56910","16297","1.0%","1","46570","53029","33750","3147","772","876","680","413","285","88","33","12114","1449","29.7","8.2%","2.9%","19.0%","12.7%","3260","261400","Sacramento","Sacramento","873573"
"95833","Sacramento","Sacramento","20071718","63418","82805","31358","5.7%","36524","64463","68250","60625","14656","2162","3041","3355","2041","2324","903","830","39905","5149.2","31.5","21.2%","10.0%","8.9%","6.1%","15414","293400","Sacramento","Sacramento","873573"
"95834","Sacramento","Sacramento","25784173","64996","82671","30057","4.1%","63099","73080","62995","45167","10613","2074","2158","1776","1123","2245","806","431","30076","3021.1","32.2","20.4%","13.0%","13.4%","6.6%","10880","359900","Sacramento","Sacramento","873573"
"95835","Sacramento","Sacramento","23131552","102895","124221","43468","12.4%","106094","105712","112595","75037","13718","885","1805","1716","2161","3566","1889","1696","40170","4497.7","38.2","30.8%","16.6%","3.2%","3.5%","14180","398000","Sacramento","Sacramento","873573"
"95838","Sacramento","McClellan Park; Sacramento","23528636","48416","62299","19042","2.2%","35208","51486","51886","41971","11056","2466","3190","2205","1417","1242","290","246","39053","4298.9","31","9.5%","2.1%","19.3%","6.9%","12000","227800","Sacramento","Sacramento","873573"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","Arden-Arcade","Arden-Arcade","180405"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","Carmichael","Carmichael","124623"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","Citrus Heights","Citrus Heights","109274"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","Foothill Farms","Foothill Farms","131952"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","North Highlands","North Highlands","126024"
"95841","Sacramento","Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento","10556569","50295","62571","25340","2.0%","22052","52431","60278","36295","8191","2056","2014","1572","1086","1099","202","162","21229","5208.4","34.5","18.2%","5.9%","16.0%","4.1%","8764","256700","Sacramento","Sacramento","873573"
"95842","Sacramento","Foothill Farms; North Highlands","10156381","53458","65415","23368","1.6%","32982","53880","58005","45886","11449","2425","2930","2480","1522","1590","316","186","33522","8548.5","32.9","10.9%","4.0%","15.6%","8.3%","12089","251000","Foothill Farms","Foothill Farms","131952"
"95842","Sacramento","Foothill Farms; North Highlands","10156381","53458","65415","23368","1.6%","32982","53880","58005","45886","11449","2425","2930","2480","1522","1590","316","186","33522","8548.5","32.9","10.9%","4.0%","15.6%","8.3%","12089","251000","North Highlands","North Highlands","126024"
"95864","Sacramento","Arden-Arcade; Sacramento","16397934","105849","153851","62527","22.5%","33176","103450","128589","81538","9359","850","1221","1259","1083","1847","997","2102","23352","3688.4","46.4","30.4%","24.9%","4.4%","4.4%","9916","587000","Arden-Arcade","Arden-Arcade","180405"
"95864","Sacramento","Arden-Arcade; Sacramento","16397934","105849","153851","62527","22.5%","33176","103450","128589","81538","9359","850","1221","1259","1083","1847","997","2102","23352","3688.4","46.4","30.4%","24.9%","4.4%","4.4%","9916","587000","Sacramento","Sacramento","873573"
"95926","Butte","Chico","19815709","49520","73632","28547","6.0%","14095","56238","71887","53457","14942","4304","3211","2373","1621","1733","807","893","40000","5228.2","27.6","23.4%","14.9%","14.2%","8.9%","16834","332600","Chico","Chico","114417"
"95928","Butte","Butte Creek Canyon; Chico; Durham","356023064","52913","81407","32216","7.6%","27447","58271","80142","50255","14473","3972","3019","2109","1358","1901","1007","1107","37735","274.5","31.5","26.2%","13.1%","15.2%","10.0%","16436","343000","Chico","Chico","114417"
"95973","Butte; Tehama","Chico; Cohasset; Nord","861894938","69551","96386","38021","8.5%","47167","72206","92715","55500","14219","2474","2700","2514","1885","2458","974","1214","36682","110.2","36.4","24.7%","12.9%","6.3%","3.8%","15236","353000","Chico","Chico","114417"
"96001","Shasta","Keswick; Redding; Shasta","227815531","55821","78446","32785","5.8%","32647","61795","67140","46419","13992","3204","3244","2154","1812","1906","855","817","34293","389.9","41.6","16.6%","11.2%","8.0%","5.6%","15020","284700","Redding","Redding","136045"
"96002","Shasta","Redding","78346887","61055","78188","29627","4.7%","53711","60657","67917","50361","12627","2391","2967","2459","1738","1802","679","591","34196","1130.4","37.4","14.7%","6.9%","11.9%","5.0%","13576","257700","Redding","Redding","136045"
